,subject,depth,target,time_window,accuracy
0,27,high,"(1, 4)","[0, 500]",0.25
1,27,high,"(1, 4)","[0, 1000]",0.25
2,27,high,"(1, 4)","[0, 1500]",0.25
3,27,high,"(1, 4)","[0, 2000]",0.25
4,27,high,"(2, 5)","[0, 500]",0.25
5,27,high,"(2, 5)","[0, 1000]",0.25
6,27,high,"(2, 5)","[0, 1500]",0.2708333333333333
7,27,high,"(2, 5)","[0, 2000]",0.2708333333333333
8,27,high,"(3, 6)","[0, 500]",0.25
9,27,high,"(3, 6)","[0, 1000]",0.25
10,27,high,"(3, 6)","[0, 1500]",0.375
11,27,high,"(3, 6)","[0, 2000]",0.4166666666666667
12,27,high,"(4, 7)","[0, 500]",0.2708333333333333
13,27,high,"(4, 7)","[0, 1000]",0.2916666666666667
14,27,high,"(4, 7)","[0, 1500]",0.3958333333333333
15,27,high,"(4, 7)","[0, 2000]",0.3958333333333333
16,27,high,"(5, 8)","[0, 500]",0.3125
17,27,high,"(5, 8)","[0, 1000]",0.2916666666666667
18,27,high,"(5, 8)","[0, 1500]",0.2916666666666667
19,27,high,"(5, 8)","[0, 2000]",0.4583333333333333
20,27,high,"(6, 9)","[0, 500]",0.4375
21,27,high,"(6, 9)","[0, 1000]",0.375
22,27,high,"(6, 9)","[0, 1500]",0.5
23,27,high,"(6, 9)","[0, 2000]",0.625
24,27,high,"(7, 10)","[0, 500]",0.3125
25,27,high,"(7, 10)","[0, 1000]",0.375
26,27,high,"(7, 10)","[0, 1500]",0.4375
27,27,high,"(7, 10)","[0, 2000]",0.625
28,27,high,"(8, 11)","[0, 500]",0.3958333333333333
29,27,high,"(8, 11)","[0, 1000]",0.2916666666666667
30,27,high,"(8, 11)","[0, 1500]",0.4375
31,27,high,"(8, 11)","[0, 2000]",0.625
32,27,high,"(9, 12)","[0, 500]",0.3958333333333333
33,27,high,"(9, 12)","[0, 1000]",0.2916666666666667
34,27,high,"(9, 12)","[0, 1500]",0.3958333333333333
35,27,high,"(9, 12)","[0, 2000]",0.5416666666666666
36,27,high,"(10, 13)","[0, 500]",0.3333333333333333
37,27,high,"(10, 13)","[0, 1000]",0.3125
38,27,high,"(10, 13)","[0, 1500]",0.3541666666666667
39,27,high,"(10, 13)","[0, 2000]",0.4583333333333333
40,27,high,"(11, 14)","[0, 500]",0.22916666666666666
41,27,high,"(11, 14)","[0, 1000]",0.3333333333333333
42,27,high,"(11, 14)","[0, 1500]",0.4791666666666667
43,27,high,"(11, 14)","[0, 2000]",0.6666666666666666
44,27,high,"(12, 15)","[0, 500]",0.375
45,27,high,"(12, 15)","[0, 1000]",0.625
46,27,high,"(12, 15)","[0, 1500]",0.6875
47,27,high,"(12, 15)","[0, 2000]",0.8125
48,27,high,"(13, 16)","[0, 500]",0.4583333333333333
49,27,high,"(13, 16)","[0, 1000]",0.7916666666666666
50,27,high,"(13, 16)","[0, 1500]",0.8333333333333334
51,27,high,"(13, 16)","[0, 2000]",0.9166666666666666
52,27,high,"(14, 17)","[0, 500]",0.4583333333333333
53,27,high,"(14, 17)","[0, 1000]",0.8333333333333334
54,27,high,"(14, 17)","[0, 1500]",0.8333333333333334
55,27,high,"(14, 17)","[0, 2000]",0.9375
56,27,high,"(15, 18)","[0, 500]",0.4583333333333333
57,27,high,"(15, 18)","[0, 1000]",0.8541666666666666
58,27,high,"(15, 18)","[0, 1500]",0.9791666666666666
59,27,high,"(15, 18)","[0, 2000]",0.9791666666666666
60,27,high,"(16, 19)","[0, 500]",0.4375
61,27,high,"(16, 19)","[0, 1000]",0.8541666666666666
62,27,high,"(16, 19)","[0, 1500]",0.9166666666666666
63,27,high,"(16, 19)","[0, 2000]",0.9375
64,27,high,"(17, 20)","[0, 500]",0.4375
65,27,high,"(17, 20)","[0, 1000]",0.8958333333333334
66,27,high,"(17, 20)","[0, 1500]",0.9166666666666666
67,27,high,"(17, 20)","[0, 2000]",0.9375
68,27,high,"(18, 21)","[0, 500]",0.3958333333333333
69,27,high,"(18, 21)","[0, 1000]",0.8333333333333334
70,27,high,"(18, 21)","[0, 1500]",0.875
71,27,high,"(18, 21)","[0, 2000]",0.8958333333333334
72,27,high,"(19, 22)","[0, 500]",0.375
73,27,high,"(19, 22)","[0, 1000]",0.6875
74,27,high,"(19, 22)","[0, 1500]",0.8125
75,27,high,"(19, 22)","[0, 2000]",0.8958333333333334
76,27,high,"(20, 23)","[0, 500]",0.3958333333333333
77,27,high,"(20, 23)","[0, 1000]",0.7708333333333334
78,27,high,"(20, 23)","[0, 1500]",0.8333333333333334
79,27,high,"(20, 23)","[0, 2000]",0.9583333333333334
80,27,high,"(21, 24)","[0, 500]",0.4583333333333333
81,27,high,"(21, 24)","[0, 1000]",0.7916666666666666
82,27,high,"(21, 24)","[0, 1500]",0.9375
83,27,high,"(21, 24)","[0, 2000]",1.0
84,27,high,"(22, 25)","[0, 500]",0.4791666666666667
85,27,high,"(22, 25)","[0, 1000]",0.8958333333333334
86,27,high,"(22, 25)","[0, 1500]",0.9375
87,27,high,"(22, 25)","[0, 2000]",1.0
88,27,high,"(23, 26)","[0, 500]",0.4375
89,27,high,"(23, 26)","[0, 1000]",0.625
90,27,high,"(23, 26)","[0, 1500]",0.8125
91,27,high,"(23, 26)","[0, 2000]",0.875
92,27,high,"(24, 27)","[0, 500]",0.4166666666666667
93,27,high,"(24, 27)","[0, 1000]",0.6458333333333334
94,27,high,"(24, 27)","[0, 1500]",0.8125
95,27,high,"(24, 27)","[0, 2000]",0.875
96,27,high,"(25, 28)","[0, 500]",0.4375
97,27,high,"(25, 28)","[0, 1000]",0.6458333333333334
98,27,high,"(25, 28)","[0, 1500]",0.7708333333333334
99,27,high,"(25, 28)","[0, 2000]",0.8333333333333334
100,27,high,"(26, 29)","[0, 500]",0.4583333333333333
101,27,high,"(26, 29)","[0, 1000]",0.6666666666666666
102,27,high,"(26, 29)","[0, 1500]",0.7708333333333334
103,27,high,"(26, 29)","[0, 2000]",0.8958333333333334
104,27,high,"(27, 30)","[0, 500]",0.4583333333333333
105,27,high,"(27, 30)","[0, 1000]",0.75
106,27,high,"(27, 30)","[0, 1500]",0.875
107,27,high,"(27, 30)","[0, 2000]",0.9583333333333334
108,27,high,"(28, 31)","[0, 500]",0.4166666666666667
109,27,high,"(28, 31)","[0, 1000]",0.7083333333333334
110,27,high,"(28, 31)","[0, 1500]",0.8541666666666666
111,27,high,"(28, 31)","[0, 2000]",0.9166666666666666
112,27,high,"(29, 32)","[0, 500]",0.375
113,27,high,"(29, 32)","[0, 1000]",0.5833333333333334
114,27,high,"(29, 32)","[0, 1500]",0.7708333333333334
115,27,high,"(29, 32)","[0, 2000]",0.8958333333333334
116,27,high,"(30, 33)","[0, 500]",0.4375
117,27,high,"(30, 33)","[0, 1000]",0.6666666666666666
118,27,high,"(30, 33)","[0, 1500]",0.7916666666666666
119,27,high,"(30, 33)","[0, 2000]",0.8541666666666666
120,27,high,"(31, 34)","[0, 500]",0.3958333333333333
121,27,high,"(31, 34)","[0, 1000]",0.7291666666666666
122,27,high,"(31, 34)","[0, 1500]",0.8125
123,27,high,"(31, 34)","[0, 2000]",0.8958333333333334
124,27,high,"(32, 35)","[0, 500]",0.3958333333333333
125,27,high,"(32, 35)","[0, 1000]",0.6666666666666666
126,27,high,"(32, 35)","[0, 1500]",0.7291666666666666
127,27,high,"(32, 35)","[0, 2000]",0.8125
128,27,high,"(33, 36)","[0, 500]",0.4166666666666667
129,27,high,"(33, 36)","[0, 1000]",0.625
130,27,high,"(33, 36)","[0, 1500]",0.6666666666666666
131,27,high,"(33, 36)","[0, 2000]",0.7083333333333334
132,27,high,"(34, 37)","[0, 500]",0.3958333333333333
133,27,high,"(34, 37)","[0, 1000]",0.6458333333333334
134,27,high,"(34, 37)","[0, 1500]",0.7083333333333334
135,27,high,"(34, 37)","[0, 2000]",0.6875
136,27,high,"(35, 38)","[0, 500]",0.4166666666666667
137,27,high,"(35, 38)","[0, 1000]",0.6041666666666666
138,27,high,"(35, 38)","[0, 1500]",0.6666666666666666
139,27,high,"(35, 38)","[0, 2000]",0.7291666666666666
140,27,high,"(36, 39)","[0, 500]",0.4166666666666667
141,27,high,"(36, 39)","[0, 1000]",0.5
142,27,high,"(36, 39)","[0, 1500]",0.5833333333333334
143,27,high,"(36, 39)","[0, 2000]",0.5416666666666666
144,27,high,"(37, 40)","[0, 500]",0.3958333333333333
145,27,high,"(37, 40)","[0, 1000]",0.4791666666666667
146,27,high,"(37, 40)","[0, 1500]",0.4791666666666667
147,27,high,"(37, 40)","[0, 2000]",0.4583333333333333
148,27,high,"(38, 41)","[0, 500]",0.3125
149,27,high,"(38, 41)","[0, 1000]",0.4583333333333333
150,27,high,"(38, 41)","[0, 1500]",0.3541666666666667
151,27,high,"(38, 41)","[0, 2000]",0.3333333333333333
152,27,high,"(39, 42)","[0, 500]",0.20833333333333334
153,27,high,"(39, 42)","[0, 1000]",0.3125
154,27,high,"(39, 42)","[0, 1500]",0.3333333333333333
155,27,high,"(39, 42)","[0, 2000]",0.3541666666666667
156,27,high,"(40, 43)","[0, 500]",0.25
157,27,high,"(40, 43)","[0, 1000]",0.3125
158,27,high,"(40, 43)","[0, 1500]",0.2708333333333333
159,27,high,"(40, 43)","[0, 2000]",0.2916666666666667
160,27,high,"(41, 44)","[0, 500]",0.25
161,27,high,"(41, 44)","[0, 1000]",0.2708333333333333
162,27,high,"(41, 44)","[0, 1500]",0.2708333333333333
163,27,high,"(41, 44)","[0, 2000]",0.2916666666666667
164,27,high,"(42, 45)","[0, 500]",0.2708333333333333
165,27,high,"(42, 45)","[0, 1000]",0.22916666666666666
166,27,high,"(42, 45)","[0, 1500]",0.2916666666666667
167,27,high,"(42, 45)","[0, 2000]",0.3125
168,27,high,"(43, 46)","[0, 500]",0.2708333333333333
169,27,high,"(43, 46)","[0, 1000]",0.1875
170,27,high,"(43, 46)","[0, 1500]",0.20833333333333334
171,27,high,"(43, 46)","[0, 2000]",0.3125
172,27,high,"(44, 47)","[0, 500]",0.2916666666666667
173,27,high,"(44, 47)","[0, 1000]",0.25
174,27,high,"(44, 47)","[0, 1500]",0.1875
175,27,high,"(44, 47)","[0, 2000]",0.2708333333333333
176,27,high,"(45, 48)","[0, 500]",0.3333333333333333
177,27,high,"(45, 48)","[0, 1000]",0.3125
178,27,high,"(45, 48)","[0, 1500]",0.14583333333333334
179,27,high,"(45, 48)","[0, 2000]",0.2708333333333333
180,27,high,"(46, 49)","[0, 500]",0.22916666666666666
181,27,high,"(46, 49)","[0, 1000]",0.22916666666666666
182,27,high,"(46, 49)","[0, 1500]",0.1875
183,27,high,"(46, 49)","[0, 2000]",0.3125
184,27,high,"(47, 50)","[0, 500]",0.3125
185,27,high,"(47, 50)","[0, 1000]",0.2708333333333333
186,27,high,"(47, 50)","[0, 1500]",0.25
187,27,high,"(47, 50)","[0, 2000]",0.3125
188,27,high,"(48, 51)","[0, 500]",0.3958333333333333
189,27,high,"(48, 51)","[0, 1000]",0.3541666666666667
190,27,high,"(48, 51)","[0, 1500]",0.2708333333333333
191,27,high,"(48, 51)","[0, 2000]",0.3125
192,27,high,"(49, 52)","[0, 500]",0.2916666666666667
193,27,high,"(49, 52)","[0, 1000]",0.2708333333333333
194,27,high,"(49, 52)","[0, 1500]",0.22916666666666666
195,27,high,"(49, 52)","[0, 2000]",0.2708333333333333
196,27,high,"(50, 53)","[0, 500]",0.375
197,27,high,"(50, 53)","[0, 1000]",0.3125
198,27,high,"(50, 53)","[0, 1500]",0.2708333333333333
199,27,high,"(50, 53)","[0, 2000]",0.3125
200,27,high,"(51, 54)","[0, 500]",0.3333333333333333
201,27,high,"(51, 54)","[0, 1000]",0.2708333333333333
202,27,high,"(51, 54)","[0, 1500]",0.25
203,27,high,"(51, 54)","[0, 2000]",0.25
204,27,high,"(52, 55)","[0, 500]",0.3125
205,27,high,"(52, 55)","[0, 1000]",0.2708333333333333
206,27,high,"(52, 55)","[0, 1500]",0.22916666666666666
