subject,depth,target,time_window,accuracy,time,itr
2,low,"(1, 8)","[0, 500]",0.125,0.0174296473463376,0.0
2,low,"(1, 8)","[0, 1000]",0.125,0.0180697267254193,0.0
2,low,"(1, 8)","[0, 1500]",0.125,0.0260569403568903,0.0
2,low,"(1, 8)","[0, 2000]",0.1354166666666666,0.0276704579591751,0.020692014250070705
2,low,"(2, 9)","[0, 500]",0.125,0.0176373943686485,0.0
2,low,"(2, 9)","[0, 1000]",0.1354166666666666,0.0185575733582178,0.04119215948903743
2,low,"(2, 9)","[0, 1500]",0.1354166666666666,0.0267668738961219,0.02748067614505584
2,low,"(2, 9)","[0, 2000]",0.15625,0.0278379619121551,0.1784722271828563
2,low,"(3, 10)","[0, 500]",0.1354166666666666,0.01738703250885,0.08109323074273411
2,low,"(3, 10)","[0, 1000]",0.1875,0.0190120140711466,1.3431754712241244
2,low,"(3, 10)","[0, 1500]",0.15625,0.0267051582535107,0.23705478131902044
2,low,"(3, 10)","[0, 2000]",0.1770833333333333,0.0278469597299893,0.4771404493929687
2,low,"(4, 11)","[0, 500]",0.1458333333333333,0.0176057741045951,0.3172414493313811
2,low,"(4, 11)","[0, 1000]",0.1770833333333333,0.0187924429774284,0.9497202460964556
2,low,"(4, 11)","[0, 1500]",0.25,0.0269650667905807,3.269453341426386
2,low,"(4, 11)","[0, 2000]",0.3125,0.0279846911629041,5.145164832120629
2,low,"(5, 12)","[0, 500]",0.1458333333333333,0.0174202695488929,0.31735518614760566
2,low,"(5, 12)","[0, 1000]",0.2083333333333333,0.0186175679167111,2.3105327335658097
2,low,"(5, 12)","[0, 1500]",0.2604166666666667,0.0267204095919926,3.7866505532730597
2,low,"(5, 12)","[0, 2000]",0.34375,0.0282548020283381,6.783504511627702
2,low,"(6, 13)","[0, 500]",0.1666666666666666,0.0170689523220062,1.220163375474973
2,low,"(6, 13)","[0, 1000]",0.2395833333333333,0.0187422210971514,4.175374463710553
2,low,"(6, 13)","[0, 1500]",0.3125,0.0274738321701685,6.831092810425281
2,low,"(6, 13)","[0, 2000]",0.3958333333333333,0.0278463462988535,9.924678754154534
2,low,"(7, 14)","[0, 500]",0.1770833333333333,0.017555333673954,1.86949635471301
2,low,"(7, 14)","[0, 1000]",0.2083333333333333,0.0186628873149553,2.3104299400367507
2,low,"(7, 14)","[0, 1500]",0.28125,0.0267525265614191,4.914950268635877
2,low,"(7, 14)","[0, 2000]",0.375,0.027750939130783,8.609612704618243
2,low,"(8, 15)","[0, 500]",0.1875,0.0173463846246401,2.6456393295878993
2,low,"(8, 15)","[0, 1000]",0.2291666666666666,0.0187954331437746,3.5006907296029364
2,low,"(8, 15)","[0, 1500]",0.3020833333333333,0.0269143134355545,6.164493252732985
2,low,"(8, 15)","[0, 2000]",0.3854166666666667,0.0277908568580945,9.257418568466075
2,low,"(9, 16)","[0, 500]",0.1979166666666666,0.0170569891730944,3.5422320249886154
2,low,"(9, 16)","[0, 1000]",0.25,0.0184824541211128,4.901744767088707
