subject,depth,target,time_window,accuracy,time,itr
27,high,"(1, 2)","[0, 500]",0.5,0.0684324105580647,0.0
27,high,"(1, 2)","[0, 1000]",0.5,0.0293987393379211,0.0
27,high,"(1, 2)","[0, 1500]",0.5,0.037438561518987,0.0
27,high,"(1, 2)","[0, 2000]",0.5,0.0306322276592254,0.0
27,high,"(2, 3)","[0, 500]",0.5,0.0514614482720693,0.0
27,high,"(2, 3)","[0, 1000]",0.5,0.0167419811089833,0.0
27,high,"(2, 3)","[0, 1500]",0.5,0.0241397321224212,0.0
27,high,"(2, 3)","[0, 2000]",0.5,0.0237422386805216,0.0
27,high,"(3, 4)","[0, 500]",0.5,0.0232116083304087,0.0
27,high,"(3, 4)","[0, 1000]",0.5416666666666666,0.0144466956456502,0.2966250569235515
27,high,"(3, 4)","[0, 1500]",0.6666666666666666,0.0205500423908233,3.2239977771613604
27,high,"(3, 4)","[0, 2000]",0.6666666666666666,0.0272067487239837,2.4182289052738826
27,high,"(4, 5)","[0, 500]",0.5,0.0199478467305501,0.0
27,high,"(4, 5)","[0, 1000]",0.5833333333333334,0.0150942901770273,1.18991369828333
27,high,"(4, 5)","[0, 1500]",0.75,0.0222011109193166,7.438775633013066
27,high,"(4, 5)","[0, 2000]",0.6666666666666666,0.0179986655712127,2.429263230133505
27,high,"(5, 6)","[0, 500]",0.625,0.0174212356408437,5.283818359553788
27,high,"(5, 6)","[0, 1000]",0.5416666666666666,0.0133093198140462,0.2969579998504505
27,high,"(5, 6)","[0, 1500]",0.5416666666666666,0.0221058328946431,0.1976934207456178
27,high,"(5, 6)","[0, 2000]",0.5416666666666666,0.0204318364461263,0.1489336603263444
27,high,"(6, 7)","[0, 500]",0.625,0.0141601761182149,5.317330963169558
27,high,"(6, 7)","[0, 1000]",0.5833333333333334,0.0129239757855733,1.1924632349570667
27,high,"(6, 7)","[0, 1500]",0.9166666666666666,0.0182961920897165,23.164774544665203
27,high,"(6, 7)","[0, 2000]",0.875,0.0199127793312072,13.558077204250257
27,high,"(7, 8)","[0, 500]",0.5833333333333334,0.0115542809168497,2.36118559845885
27,high,"(7, 8)","[0, 1000]",0.7083333333333334,0.012767473856608,7.650454863418276
27,high,"(7, 8)","[0, 1500]",0.8333333333333334,0.0189906160036722,13.824084546581547
27,high,"(7, 8)","[0, 2000]",0.9583333333333334,0.0179767807324727,22.30306258215344
27,high,"(8, 9)","[0, 500]",0.5416666666666666,0.0122484862804412,0.5874303524580061
27,high,"(8, 9)","[0, 1000]",0.5833333333333334,0.0119754970073699,1.1935808767136993
27,high,"(8, 9)","[0, 1500]",0.75,0.0164658923943837,7.466908810308543
27,high,"(8, 9)","[0, 2000]",0.8333333333333334,0.0169345339139302,10.41117316800072
27,high,"(9, 10)","[0, 500]",0.5833333333333334,0.0114019711812337,2.361888825224697
27,high,"(9, 10)","[0, 1000]",0.625,0.0110251208146413,2.704146285009405
27,high,"(9, 10)","[0, 1500]",0.75,0.0181561013062795,7.458595675839276
27,high,"(9, 10)","[0, 2000]",0.875,0.0174870093663533,13.57437905715466
27,high,"(10, 11)","[0, 500]",0.6666666666666666,0.0114483336607615,9.585034565744111
27,high,"(10, 11)","[0, 1000]",0.625,0.0125848650932312,2.6999809287593632
27,high,"(10, 11)","[0, 1500]",0.625,0.0195319056510925,1.7992118588195378
27,high,"(10, 11)","[0, 2000]",0.75,0.0172166526317596,5.613334848132986
27,high,"(11, 12)","[0, 500]",0.4583333333333333,0.0106839835643768,0.5892299710313256
27,high,"(11, 12)","[0, 1000]",0.5416666666666666,0.010990430911382,0.2976391265845481
27,high,"(11, 12)","[0, 1500]",0.75,0.0183343887329101,7.4577198649249
27,high,"(11, 12)","[0, 2000]",0.9166666666666666,0.0182913144429524,17.426121160061154
27,high,"(12, 13)","[0, 500]",0.375,0.0086487929026285,5.374946058361065
27,high,"(12, 13)","[0, 1000]",0.625,0.0109872817993164,2.7042474952170514
27,high,"(12, 13)","[0, 1500]",0.75,0.0171307226022084,7.463636695083263
27,high,"(12, 13)","[0, 2000]",0.875,0.0167065262794494,13.579632460726907
27,high,"(13, 14)","[0, 500]",0.625,0.0085232853889465,5.37627263697672
27,high,"(13, 14)","[0, 1000]",0.75,0.0106135507424672,11.204394126848127
27,high,"(13, 14)","[0, 1500]",0.875,0.0152272383371988,18.073944762290303
27,high,"(13, 14)","[0, 2000]",0.9583333333333334,0.0170775254567464,22.313005753121704
27,high,"(14, 15)","[0, 500]",0.75,0.0090842445691426,22.24251222316924
27,high,"(14, 15)","[0, 1000]",0.9166666666666666,0.0121632814407348,34.74833520113359
27,high,"(14, 15)","[0, 1500]",0.9166666666666666,0.0158390899499257,23.20232352824719
27,high,"(14, 15)","[0, 2000]",0.9583333333333334,0.016270637512207,22.32193515724716
27,high,"(15, 16)","[0, 500]",0.7083333333333334,0.009375790754954,15.21103277090279
27,high,"(15, 16)","[0, 1000]",0.9583333333333334,0.0115889509518941,44.49145316154128
27,high,"(15, 16)","[0, 1500]",0.9583333333333334,0.0161430637041727,29.685234531924472
27,high,"(15, 16)","[0, 2000]",1.0,0.015917162100474,29.76312773560761
27,high,"(16, 17)","[0, 500]",0.5416666666666666,0.0091002285480499,0.591063000894723
27,high,"(16, 17)","[0, 1000]",0.9166666666666666,0.0107530355453491,34.79681756563369
27,high,"(16, 17)","[0, 1500]",1.0,0.0160763760407765,39.57584258168418
27,high,"(16, 17)","[0, 2000]",1.0,0.0175956586996714,29.73836692267154
27,high,"(17, 18)","[0, 500]",0.5416666666666666,0.0082965592543284,0.5919975324704843
27,high,"(17, 18)","[0, 1000]",0.9583333333333334,0.0107283095518747,44.52933790878342
27,high,"(17, 18)","[0, 1500]",1.0,0.0153641502062479,39.59444335002497
27,high,"(17, 18)","[0, 2000]",1.0,0.0162511964639027,29.75819684830337
27,high,"(18, 19)","[0, 500]",0.5,0.0080965856711069,0.0
27,high,"(18, 19)","[0, 1000]",1.0,0.0112806955973307,59.33070833964644
27,high,"(18, 19)","[0, 1500]",0.9583333333333334,0.01473930478096,29.712744818830163
27,high,"(18, 19)","[0, 2000]",0.9583333333333334,0.0157887836297353,22.32727098965537
27,high,"(19, 20)","[0, 500]",0.5833333333333334,0.0096790790557861,2.3698728289348368
27,high,"(19, 20)","[0, 1000]",0.875,0.0115163723627726,27.0743352814485
27,high,"(19, 20)","[0, 1500]",0.9166666666666666,0.0154948234558105,23.20759427048449
27,high,"(19, 20)","[0, 2000]",0.9166666666666666,0.0161297917366027,17.444803963482567
27,high,"(20, 21)","[0, 500]",0.75,0.008828987677892,22.253670303115896
27,high,"(20, 21)","[0, 1000]",0.8333333333333334,0.0116875171661376,20.756067802357183
27,high,"(20, 21)","[0, 1500]",0.8333333333333334,0.0161913037300109,13.849607664573435
27,high,"(20, 21)","[0, 2000]",1.0,0.0172777076562245,29.74305410320081
27,high,"(21, 22)","[0, 500]",0.625,0.0092217028141021,5.368898869379422
27,high,"(21, 22)","[0, 1000]",0.7916666666666666,0.0107859770456949,15.535344165823428
27,high,"(21, 22)","[0, 1500]",1.0,0.0170434812704722,39.55061324264222
27,high,"(21, 22)","[0, 2000]",1.0,0.0182937085628509,29.728081569814577
27,high,"(22, 23)","[0, 500]",0.5,0.0093930761019388,0.0
27,high,"(22, 23)","[0, 1000]",1.0,0.0112378895282745,59.33321983019148
27,high,"(22, 23)","[0, 1500]",0.9583333333333334,0.0169915854930877,29.66863024186099
27,high,"(22, 23)","[0, 2000]",1.0,0.0180728236834208,29.73133540864347
27,high,"(23, 24)","[0, 500]",0.5833333333333334,0.0105878114700317,2.3656549839159897
27,high,"(23, 24)","[0, 1000]",0.9583333333333334,0.011011262734731,44.51687541864489
27,high,"(23, 24)","[0, 1500]",1.0,0.0181350310643514,39.52217607279276
27,high,"(23, 24)","[0, 2000]",1.0,0.0180752376715342,29.731299844513387
27,high,"(24, 25)","[0, 500]",0.5833333333333334,0.0118500391642252,2.359821253316924
27,high,"(24, 25)","[0, 1000]",0.9166666666666666,0.0108654201030731,34.792948974548715
27,high,"(24, 25)","[0, 1500]",1.0,0.0193702479203542,39.49004535407042
27,high,"(24, 25)","[0, 2000]",1.0,0.0184325079123179,29.726037291213924
27,high,"(25, 26)","[0, 500]",0.6666666666666666,0.008807082970937,9.63479110413768
27,high,"(25, 26)","[0, 1000]",0.5833333333333334,0.0104143520196278,1.1954250239186772
27,high,"(25, 26)","[0, 1500]",0.75,0.0156536102294921,7.470910540527472
27,high,"(25, 26)","[0, 2000]",0.7916666666666666,0.0154782632986704,7.791157224237442
27,high,"(26, 27)","[0, 500]",0.5,0.0090580383936564,0.0
27,high,"(26, 27)","[0, 1000]",0.7916666666666666,0.0113879342873891,15.526097849345057
27,high,"(26, 27)","[0, 1500]",0.875,0.0153834323088328,18.07208184023683
27,high,"(26, 27)","[0, 2000]",0.9583333333333334,0.0158903400103251,22.32614618798082
27,high,"(27, 28)","[0, 500]",0.7916666666666666,0.008681704600652,30.869810904091324
27,high,"(27, 28)","[0, 1000]",0.9166666666666666,0.0102374156316121,34.81457768003244
27,high,"(27, 28)","[0, 1500]",0.9166666666666666,0.0166739026705424,23.18955242775213
27,high,"(27, 28)","[0, 2000]",1.0,0.0166759292284647,29.75192946491639
27,high,"(28, 29)","[0, 500]",0.7916666666666666,0.0076095958550771,30.93501021181672
27,high,"(28, 29)","[0, 1000]",0.875,0.0102873047192891,27.10727263432606
27,high,"(28, 29)","[0, 1500]",0.9166666666666666,0.0154388546943664,23.208451382141217
27,high,"(28, 29)","[0, 2000]",0.9166666666666666,0.0166035095850626,17.440706026054063
27,high,"(29, 30)","[0, 500]",0.625,0.0080867111682891,5.380892206796079
27,high,"(29, 30)","[0, 1000]",0.875,0.0104372302691141,27.103250541085416
27,high,"(29, 30)","[0, 1500]",0.9583333333333334,0.0160975058873494,29.686126555341115
27,high,"(29, 30)","[0, 2000]",1.0,0.0151796440283457,29.774020483881007
27,high,"(30, 31)","[0, 500]",0.4583333333333333,0.0083088179429372,0.5919832554932775
27,high,"(30, 31)","[0, 1000]",0.8333333333333334,0.0103781024614969,20.78296694073391
27,high,"(30, 31)","[0, 1500]",1.0,0.0149192710717519,39.606070861817024
27,high,"(30, 31)","[0, 2000]",1.0,0.0170410672823588,29.74654357476243
27,high,"(31, 32)","[0, 500]",0.75,0.0097571810086568,22.21314962164257
27,high,"(31, 32)","[0, 1000]",0.9166666666666666,0.0106446146965026,34.80055053016222
27,high,"(31, 32)","[0, 1500]",0.875,0.0170584917068481,18.05212755983586
27,high,"(31, 32)","[0, 2000]",0.9166666666666666,0.0176443656285603,17.431708769362384
27,high,"(32, 33)","[0, 500]",0.7083333333333334,0.0093350609143575,15.212249146894958
27,high,"(32, 33)","[0, 1000]",0.875,0.0101390580336252,27.11125086216852
27,high,"(32, 33)","[0, 1500]",0.9166666666666666,0.0156414806842803,23.20534864610792
27,high,"(32, 33)","[0, 2000]",0.9166666666666666,0.0176015297571818,17.432078863468547
27,high,"(33, 34)","[0, 500]",0.5833333333333334,0.0080294112364451,2.377568255332119
27,high,"(33, 34)","[0, 1000]",0.9166666666666666,0.0107529958089192,34.796818933624984
27,high,"(33, 34)","[0, 1500]",0.875,0.0148914357026418,18.077951173657468
27,high,"(33, 34)","[0, 2000]",0.9583333333333334,0.0160588224728902,22.32428038721776
27,high,"(34, 35)","[0, 500]",0.5416666666666666,0.0089048544565836,0.591289916389413
27,high,"(34, 35)","[0, 1000]",0.75,0.010663092136383,11.203844901980467
27,high,"(34, 35)","[0, 1500]",0.9166666666666666,0.0154188672701517,23.208757487055948
27,high,"(34, 35)","[0, 2000]",0.875,0.0173791746298472,13.575104646873871
27,high,"(35, 36)","[0, 500]",0.5833333333333334,0.0082774857680002,2.3764078377498
27,high,"(35, 36)","[0, 1000]",0.75,0.0112489958604176,11.197353548734682
27,high,"(35, 36)","[0, 1500]",0.7916666666666666,0.018529454867045,10.340864960546872
27,high,"(35, 36)","[0, 2000]",0.8333333333333334,0.0165633062521616,10.413089753242277
