Unnamed: 0,subject,depth,target,time_window,accuracy,time,itr
0,27,high,"(1, 16)","[0, 500]",0.0625,0.1588138776520888,0.0
1,27,high,"(1, 16)","[0, 1000]",0.0625,0.1056200514237086,0.0
2,27,high,"(1, 16)","[0, 1500]",0.0625,0.1549128082891305,0.0
3,27,high,"(1, 16)","[0, 2000]",0.0625,0.1546030218402544,0.0
4,27,high,"(2, 17)","[0, 500]",0.0625,0.1273951269686222,0.0
5,27,high,"(2, 17)","[0, 1000]",0.0677083333333333,0.0966964239875475,0.017815924370024577
6,27,high,"(2, 17)","[0, 1500]",0.0729166666666666,0.1450458007554213,0.04638804432048758
7,27,high,"(2, 17)","[0, 2000]",0.0885416666666666,0.1480175095299879,0.2080637284751357
8,27,high,"(3, 18)","[0, 500]",0.0625,0.0968600772321224,0.0
9,27,high,"(3, 18)","[0, 1000]",0.0625,0.0919261388480663,0.0
10,27,high,"(3, 18)","[0, 1500]",0.1041666666666666,0.1382220176359017,0.6596551562748681
11,27,high,"(3, 18)","[0, 2000]",0.140625,0.1442331944902738,1.5849750395401623
12,27,high,"(4, 19)","[0, 500]",0.0677083333333333,0.0861246126393477,0.03333533539677683
13,27,high,"(4, 19)","[0, 1000]",0.0885416666666666,0.0898475721478462,0.41007985270994934
14,27,high,"(4, 19)","[0, 1500]",0.125,0.1353742219507694,1.3907380390672914
15,27,high,"(4, 19)","[0, 2000]",0.1666666666666666,0.1400741363565127,2.6420229208970305
16,27,high,"(5, 20)","[0, 500]",0.0833333333333333,0.0814913734793663,0.5021677648736331
17,27,high,"(5, 20)","[0, 1000]",0.078125,0.0882021573682626,0.1542411415734568
18,27,high,"(5, 20)","[0, 1500]",0.0989583333333333,0.134120965997378,0.5156505037633495
19,27,high,"(5, 20)","[0, 2000]",0.1770833333333333,0.1384600189824899,3.1228051349151724
20,27,high,"(6, 21)","[0, 500]",0.1145833333333333,0.0778323498864968,2.8229172800645546
21,27,high,"(6, 21)","[0, 1000]",0.09375,0.0873028934001922,0.580293259803531
22,27,high,"(6, 21)","[0, 1500]",0.1197916666666666,0.132188523809115,1.1895912363340866
23,27,high,"(6, 21)","[0, 2000]",0.1770833333333333,0.1383122044305006,3.1230210042540887
24,27,high,"(7, 22)","[0, 500]",0.1041666666666666,0.0757103276749451,1.8770926090919438
25,27,high,"(7, 22)","[0, 1000]",0.0833333333333333,0.0862044791380564,0.2688317245249718
26,27,high,"(7, 22)","[0, 1500]",0.1197916666666666,0.1309409911433855,1.1905011735631166
27,27,high,"(7, 22)","[0, 2000]",0.1822916666666666,0.1379235126078128,3.3744395238999023
28,27,high,"(8, 23)","[0, 500]",0.0989583333333333,0.0742277627189954,1.46742347555068
29,27,high,"(8, 23)","[0, 1000]",0.0885416666666666,0.086193377772967,0.41145945188785665
30,27,high,"(8, 23)","[0, 1500]",0.125,0.1312105233470598,1.3942879266805157
31,27,high,"(8, 23)","[0, 2000]",0.1770833333333333,0.1387317242721716,3.1224084125660476
32,27,high,"(9, 24)","[0, 500]",0.1041666666666666,0.0725147997339566,1.88756972144426
33,27,high,"(9, 24)","[0, 1000]",0.0885416666666666,0.0860852897167205,0.41150040065385124
34,27,high,"(9, 24)","[0, 1500]",0.109375,0.1322481296956539,0.8233188206206054
35,27,high,"(9, 24)","[0, 2000]",0.1510416666666666,0.1392951856056849,1.9849076443411038
36,27,high,"(10, 25)","[0, 500]",0.0885416666666666,0.0718680048982302,0.781516937535646
