,subject,depth,target,time_window,accuracy,time
0,14,high,"(1, 2)","[0, 500]",0.5,0.004611680905024211
1,14,high,"(1, 2)","[0, 1000]",0.5,0.004341741402943929
2,14,high,"(1, 2)","[0, 1500]",0.5,0.005569865306218465
3,14,high,"(1, 2)","[0, 2000]",0.5,0.006476163864135742
4,14,high,"(2, 3)","[0, 500]",0.5,0.0039756397406260175
5,14,high,"(2, 3)","[0, 1000]",0.5833333333333334,0.004352082808812459
6,14,high,"(2, 3)","[0, 1500]",0.625,0.005898425976435344
7,14,high,"(2, 3)","[0, 2000]",0.75,0.006465524435043335
8,14,high,"(3, 4)","[0, 500]",0.5416666666666666,0.004116743803024292
9,14,high,"(3, 4)","[0, 1000]",0.375,0.004148195187250773
10,14,high,"(3, 4)","[0, 1500]",0.4583333333333333,0.006023317575454712
11,14,high,"(3, 4)","[0, 2000]",0.5416666666666666,0.006248533725738525
12,14,high,"(4, 5)","[0, 500]",0.5416666666666666,0.00416793425877889
13,14,high,"(4, 5)","[0, 1000]",0.4583333333333333,0.004196345806121826
14,14,high,"(4, 5)","[0, 1500]",0.5416666666666666,0.006910244623819987
15,14,high,"(4, 5)","[0, 2000]",0.5416666666666666,0.006250848372777303
16,14,high,"(5, 6)","[0, 500]",0.5416666666666666,0.0045275092124938965
17,14,high,"(5, 6)","[0, 1000]",0.4166666666666667,0.004331578811009725
18,14,high,"(5, 6)","[0, 1500]",0.4583333333333333,0.006208956241607666
19,14,high,"(5, 6)","[0, 2000]",0.5416666666666666,0.006248563528060913
20,14,high,"(6, 7)","[0, 500]",0.625,0.004315922657648723
21,14,high,"(6, 7)","[0, 1000]",0.7083333333333334,0.003966401020685832
22,14,high,"(6, 7)","[0, 1500]",0.8333333333333334,0.006482173999150594
23,14,high,"(6, 7)","[0, 2000]",0.9166666666666666,0.006680111090342204
24,14,high,"(7, 8)","[0, 500]",0.3333333333333333,0.0039606789747873945
25,14,high,"(7, 8)","[0, 1000]",0.6666666666666666,0.004314233859380086
26,14,high,"(7, 8)","[0, 1500]",0.8333333333333334,0.006222933530807495
27,14,high,"(7, 8)","[0, 2000]",0.9583333333333334,0.006250510613123576
28,14,high,"(8, 9)","[0, 500]",0.4583333333333333,0.0038353304068247476
29,14,high,"(8, 9)","[0, 1000]",0.75,0.004471272230148315
30,14,high,"(8, 9)","[0, 1500]",0.9166666666666666,0.006250341733296712
31,14,high,"(8, 9)","[0, 2000]",0.9166666666666666,0.006227533022562663
32,14,high,"(9, 10)","[0, 500]",0.4583333333333333,0.004299690326054891
33,14,high,"(9, 10)","[0, 1000]",0.7083333333333334,0.003960132598876953
34,14,high,"(9, 10)","[0, 1500]",0.7916666666666666,0.006240099668502808
35,14,high,"(9, 10)","[0, 2000]",0.8333333333333334,0.0069426993529001875
36,14,high,"(10, 11)","[0, 500]",0.5,0.004577845335006714
37,14,high,"(10, 11)","[0, 1000]",0.6666666666666666,0.004096378882726033
38,14,high,"(10, 11)","[0, 1500]",0.8333333333333334,0.006935129563013713
39,14,high,"(10, 11)","[0, 2000]",0.8333333333333334,0.006944060325622559
40,14,high,"(11, 12)","[0, 500]",0.7083333333333334,0.004372984170913696
41,14,high,"(11, 12)","[0, 1000]",0.875,0.004497279723485311
42,14,high,"(11, 12)","[0, 1500]",0.9583333333333334,0.006282299757003784
43,14,high,"(11, 12)","[0, 2000]",0.9583333333333334,0.006943980852762858
44,14,high,"(12, 13)","[0, 500]",0.5416666666666666,0.004062394301096599
45,14,high,"(12, 13)","[0, 1000]",0.8333333333333334,0.00422715147336324
46,14,high,"(12, 13)","[0, 1500]",0.9583333333333334,0.006251702706019084
47,14,high,"(12, 13)","[0, 2000]",1.0,0.006944696108500163
48,14,high,"(13, 14)","[0, 500]",0.9166666666666666,0.004008372624715169
49,14,high,"(13, 14)","[0, 1000]",1.0,0.004444579283396403
50,14,high,"(13, 14)","[0, 1500]",1.0,0.0063209335009257
51,14,high,"(13, 14)","[0, 2000]",1.0,0.006250937779744466
52,14,high,"(14, 15)","[0, 500]",0.5,0.00460854172706604
53,14,high,"(14, 15)","[0, 1000]",0.875,0.00433241327603658
54,14,high,"(14, 15)","[0, 1500]",0.875,0.0062362949053446455
55,14,high,"(14, 15)","[0, 2000]",0.9166666666666666,0.00625226895014445
56,14,high,"(15, 16)","[0, 500]",0.625,0.004634549220403035
57,14,high,"(15, 16)","[0, 1000]",0.875,0.004364381233851115
58,14,high,"(15, 16)","[0, 1500]",0.9583333333333334,0.006929278373718262
59,14,high,"(15, 16)","[0, 2000]",0.9583333333333334,0.00694538156191508
60,14,high,"(16, 17)","[0, 500]",0.7083333333333334,0.004638264576594035
61,14,high,"(16, 17)","[0, 1000]",0.875,0.004958341519037883
62,14,high,"(16, 17)","[0, 1500]",0.9166666666666666,0.00741120179494222
63,14,high,"(16, 17)","[0, 2000]",1.0,0.0069413284460703535
64,14,high,"(17, 18)","[0, 500]",0.625,0.0047512153784434
65,14,high,"(17, 18)","[0, 1000]",0.9583333333333334,0.004857510328292847
66,14,high,"(17, 18)","[0, 1500]",0.9166666666666666,0.006193538506825765
67,14,high,"(17, 18)","[0, 2000]",0.9583333333333334,0.007640828688939412
68,14,high,"(18, 19)","[0, 500]",0.6666666666666666,0.004185189803441365
69,14,high,"(18, 19)","[0, 1000]",0.9583333333333334,0.004841556151707967
70,14,high,"(18, 19)","[0, 1500]",1.0,0.006941358248392741
71,14,high,"(18, 19)","[0, 2000]",0.9583333333333334,0.008083333571751913
72,14,high,"(19, 20)","[0, 500]",0.875,0.004902114470799764
73,14,high,"(19, 20)","[0, 1000]",0.9166666666666666,0.004858781894048055
74,14,high,"(19, 20)","[0, 1500]",0.9166666666666666,0.00694809357325236
75,14,high,"(19, 20)","[0, 2000]",1.0,0.008327235778172811
76,14,high,"(20, 21)","[0, 500]",0.8333333333333334,0.004200845956802368
77,14,high,"(20, 21)","[0, 1000]",0.875,0.004864980777104695
78,14,high,"(20, 21)","[0, 1500]",1.0,0.007618119319279988
79,14,high,"(20, 21)","[0, 2000]",1.0,0.00901074210802714
80,14,high,"(21, 22)","[0, 500]",0.75,0.0041687289873758955
81,14,high,"(21, 22)","[0, 1000]",0.9166666666666666,0.004925866921742757
82,14,high,"(21, 22)","[0, 1500]",0.875,0.007573922475179036
83,14,high,"(21, 22)","[0, 2000]",0.9583333333333334,0.007636586825052897
84,14,high,"(22, 23)","[0, 500]",0.625,0.004393965005874634
85,14,high,"(22, 23)","[0, 1000]",0.8333333333333334,0.004583587249120076
86,14,high,"(22, 23)","[0, 1500]",1.0,0.007267693678538005
