,subject,depth,target,time_window,accuracy
0,2,high,"(1, 16)","[0, 500]",0.0625
1,2,high,"(1, 16)","[0, 1000]",0.057291666666666664
2,2,high,"(1, 16)","[0, 1500]",0.11979166666666667
3,2,high,"(1, 16)","[0, 2000]",0.2604166666666667
4,2,high,"(2, 17)","[0, 500]",0.0625
5,2,high,"(2, 17)","[0, 1000]",0.10416666666666667
6,2,high,"(2, 17)","[0, 1500]",0.21875
7,2,high,"(2, 17)","[0, 2000]",0.40625
8,2,high,"(3, 18)","[0, 500]",0.07291666666666667
9,2,high,"(3, 18)","[0, 1000]",0.203125
10,2,high,"(3, 18)","[0, 1500]",0.3333333333333333
11,2,high,"(3, 18)","[0, 2000]",0.4739583333333333
12,2,high,"(4, 19)","[0, 500]",0.11979166666666667
13,2,high,"(4, 19)","[0, 1000]",0.2864583333333333
14,2,high,"(4, 19)","[0, 1500]",0.4270833333333333
15,2,high,"(4, 19)","[0, 2000]",0.5833333333333334
16,2,high,"(5, 20)","[0, 500]",0.125
17,2,high,"(5, 20)","[0, 1000]",0.28125
18,2,high,"(5, 20)","[0, 1500]",0.4114583333333333
19,2,high,"(5, 20)","[0, 2000]",0.5729166666666666
20,2,high,"(6, 21)","[0, 500]",0.13541666666666666
21,2,high,"(6, 21)","[0, 1000]",0.3125
22,2,high,"(6, 21)","[0, 1500]",0.4322916666666667
23,2,high,"(6, 21)","[0, 2000]",0.5677083333333334
24,2,high,"(7, 22)","[0, 500]",0.11979166666666667
25,2,high,"(7, 22)","[0, 1000]",0.3020833333333333
26,2,high,"(7, 22)","[0, 1500]",0.4322916666666667
27,2,high,"(7, 22)","[0, 2000]",0.5364583333333334
28,2,high,"(8, 23)","[0, 500]",0.11458333333333333
29,2,high,"(8, 23)","[0, 1000]",0.3020833333333333
30,2,high,"(8, 23)","[0, 1500]",0.4791666666666667
31,2,high,"(8, 23)","[0, 2000]",0.5989583333333334
32,2,high,"(9, 24)","[0, 500]",0.140625
33,2,high,"(9, 24)","[0, 1000]",0.3020833333333333
34,2,high,"(9, 24)","[0, 1500]",0.46875
35,2,high,"(9, 24)","[0, 2000]",0.5885416666666666
36,2,high,"(10, 25)","[0, 500]",0.140625
37,2,high,"(10, 25)","[0, 1000]",0.328125
38,2,high,"(10, 25)","[0, 1500]",0.4947916666666667
39,2,high,"(10, 25)","[0, 2000]",0.6041666666666666
40,2,high,"(11, 26)","[0, 500]",0.14583333333333334
41,2,high,"(11, 26)","[0, 1000]",0.3072916666666667
42,2,high,"(11, 26)","[0, 1500]",0.5
43,2,high,"(11, 26)","[0, 2000]",0.6145833333333334
44,2,high,"(12, 27)","[0, 500]",0.203125
45,2,high,"(12, 27)","[0, 1000]",0.7447916666666666
46,2,high,"(12, 27)","[0, 1500]",0.8645833333333334
47,2,high,"(12, 27)","[0, 2000]",0.875
48,2,high,"(13, 28)","[0, 500]",0.4114583333333333
49,2,high,"(13, 28)","[0, 1000]",0.84375
50,2,high,"(13, 28)","[0, 1500]",0.875
51,2,high,"(13, 28)","[0, 2000]",0.875
52,2,high,"(14, 29)","[0, 500]",0.484375
53,2,high,"(14, 29)","[0, 1000]",0.9114583333333334
54,2,high,"(14, 29)","[0, 1500]",0.9375
55,2,high,"(14, 29)","[0, 2000]",0.9375
56,2,high,"(15, 30)","[0, 500]",0.53125
57,2,high,"(15, 30)","[0, 1000]",0.9270833333333334
58,2,high,"(15, 30)","[0, 1500]",0.9375
59,2,high,"(15, 30)","[0, 2000]",0.9375
60,2,high,"(16, 31)","[0, 500]",0.5729166666666666
61,2,high,"(16, 31)","[0, 1000]",0.9739583333333334
62,2,high,"(16, 31)","[0, 1500]",0.9947916666666666
63,2,high,"(16, 31)","[0, 2000]",1.0
64,2,high,"(17, 32)","[0, 500]",0.5572916666666666
65,2,high,"(17, 32)","[0, 1000]",0.9635416666666666
66,2,high,"(17, 32)","[0, 1500]",0.9791666666666666
67,2,high,"(17, 32)","[0, 2000]",0.984375
68,2,high,"(18, 33)","[0, 500]",0.5520833333333334
69,2,high,"(18, 33)","[0, 1000]",0.9322916666666666
70,2,high,"(18, 33)","[0, 1500]",0.953125
71,2,high,"(18, 33)","[0, 2000]",0.9739583333333334
72,2,high,"(19, 34)","[0, 500]",0.5260416666666666
73,2,high,"(19, 34)","[0, 1000]",0.8854166666666666
74,2,high,"(19, 34)","[0, 1500]",0.921875
75,2,high,"(19, 34)","[0, 2000]",0.9375
76,2,high,"(20, 35)","[0, 500]",0.4791666666666667
77,2,high,"(20, 35)","[0, 1000]",0.828125
78,2,high,"(20, 35)","[0, 1500]",0.8802083333333334
79,2,high,"(20, 35)","[0, 2000]",0.9166666666666666
80,2,high,"(21, 36)","[0, 500]",0.4427083333333333
81,2,high,"(21, 36)","[0, 1000]",0.7708333333333334
82,2,high,"(21, 36)","[0, 1500]",0.828125
83,2,high,"(21, 36)","[0, 2000]",0.8645833333333334
84,2,high,"(22, 37)","[0, 500]",0.4270833333333333
85,2,high,"(22, 37)","[0, 1000]",0.734375
86,2,high,"(22, 37)","[0, 1500]",0.8072916666666666
87,2,high,"(22, 37)","[0, 2000]",0.8541666666666666
88,2,high,"(23, 38)","[0, 500]",0.421875
89,2,high,"(23, 38)","[0, 1000]",0.7135416666666666
90,2,high,"(23, 38)","[0, 1500]",0.8020833333333334
91,2,high,"(23, 38)","[0, 2000]",0.8541666666666666
