Unnamed: 0,subject,depth,target,time_window,accuracy,time,itr
0,5,high,"(1, 4)","[0, 500]",0.2083333333333333,0.0494468708833058,0.7592895132287428
1,5,high,"(1, 4)","[0, 1000]",0.25,0.0346557299296061,0.0
2,5,high,"(1, 4)","[0, 1500]",0.25,0.049408217271169,0.0
3,5,high,"(1, 4)","[0, 2000]",0.25,0.0491152654091517,0.0
4,5,high,"(2, 5)","[0, 500]",0.25,0.0414956162373224,0.0
5,5,high,"(2, 5)","[0, 1000]",0.2708333333333333,0.0304256280263264,0.09551195024486125
6,5,high,"(2, 5)","[0, 1500]",0.25,0.0476048092047373,0.0
7,5,high,"(2, 5)","[0, 2000]",0.2708333333333333,0.0484983772039413,0.04804395376159102
8,5,high,"(3, 6)","[0, 500]",0.2916666666666667,0.0318097571531931,0.7281279818968199
9,5,high,"(3, 6)","[0, 1000]",0.3125,0.0282976378997166,0.834391582315921
10,5,high,"(3, 6)","[0, 1500]",0.4583333333333333,0.0457758406798044,5.686224874325049
11,5,high,"(3, 6)","[0, 2000]",0.5416666666666666,0.0457896590232849,8.170166207111405
12,5,high,"(4, 7)","[0, 500]",0.25,0.027637888987859,0.0
13,5,high,"(4, 7)","[0, 1000]",0.4791666666666667,0.0275575766960779,10.262280397172038
14,5,high,"(4, 7)","[0, 1500]",0.6458333333333334,0.0434081504742304,19.47345503600735
15,5,high,"(4, 7)","[0, 2000]",0.7916666666666666,0.0462465782960255,27.313852282123605
16,5,high,"(5, 8)","[0, 500]",0.1875,0.0253635893265406,1.827957821679169
17,5,high,"(5, 8)","[0, 1000]",0.5,0.0268699278434117,12.125318544009403
18,5,high,"(5, 8)","[0, 1500]",0.75,0.0423954824606577,30.82793976145319
19,5,high,"(5, 8)","[0, 2000]",0.9166666666666666,0.0434658030668894,42.69519771127794
20,5,high,"(6, 9)","[0, 500]",0.4375,0.0249195744593938,13.688861023617594
21,5,high,"(6, 9)","[0, 1000]",0.5416666666666666,0.0272176166375478,16.27156823275907
22,5,high,"(6, 9)","[0, 1500]",0.875,0.0425164898236592,48.945288527350904
23,5,high,"(6, 9)","[0, 2000]",0.9166666666666666,0.0431883682807286,42.7009950881772
24,5,high,"(7, 10)","[0, 500]",0.3541666666666667,0.0232110321521759,4.431568364125352
25,5,high,"(7, 10)","[0, 1000]",0.6875,0.0274332165718078,35.5445576124728
26,5,high,"(7, 10)","[0, 1500]",0.9791666666666666,0.0409510234991709,70.89981459553452
27,5,high,"(7, 10)","[0, 2000]",0.9791666666666666,0.0412871241569519,53.5216925507291
28,5,high,"(8, 11)","[0, 500]",0.3333333333333333,0.0218442132075627,2.8816069812127343
29,5,high,"(8, 11)","[0, 1000]",0.75,0.0259561091661453,46.34591538256002
30,5,high,"(8, 11)","[0, 1500]",0.9583333333333334,0.040687287847201,65.58414350221287
31,5,high,"(8, 11)","[0, 2000]",0.9791666666666666,0.0410495748122533,53.527921719853396
32,5,high,"(9, 12)","[0, 500]",0.3541666666666667,0.0211011519034703,4.449511288504051
33,5,high,"(9, 12)","[0, 1000]",0.7708333333333334,0.0266077270110448,50.27569648115577
34,5,high,"(9, 12)","[0, 1500]",0.9375,0.0372100273768107,61.0319897440256
35,5,high,"(9, 12)","[0, 2000]",1.0,0.0397370954354604,58.83111125867001
36,5,high,"(10, 13)","[0, 500]",0.4583333333333333,0.0209991733233133,16.87071589641408
37,5,high,"(10, 13)","[0, 1000]",0.6875,0.0254682550827662,35.612666680215604
38,5,high,"(10, 13)","[0, 1500]",0.9375,0.0361267129580179,61.075031007444565
39,5,high,"(10, 13)","[0, 2000]",0.9166666666666666,0.0387266228596369,42.794446052703044
40,5,high,"(11, 14)","[0, 500]",0.6041666666666666,0.0206845353047053,46.572307103517076
41,5,high,"(11, 14)","[0, 1000]",0.6875,0.0249739388624827,35.62984167181307
42,5,high,"(11, 14)","[0, 1500]",0.9166666666666666,0.0375127544005711,56.745009905424034
43,5,high,"(11, 14)","[0, 2000]",0.8958333333333334,0.0364532421032587,39.85852157433992
44,5,high,"(12, 15)","[0, 500]",0.5416666666666666,0.0212457676728566,32.06633525991581
45,5,high,"(12, 15)","[0, 1000]",0.7916666666666666,0.0247250149647394,54.54231716428013
46,5,high,"(12, 15)","[0, 1500]",0.9583333333333334,0.0382583290338516,65.68770295017356
47,5,high,"(12, 15)","[0, 2000]",0.9375,0.0382588356733322,46.028985614225014
48,5,high,"(13, 16)","[0, 500]",0.5833333333333334,0.0224427729845047,41.313256109568364
49,5,high,"(13, 16)","[0, 1000]",0.875,0.0239305943250656,73.73440648326503
50,5,high,"(13, 16)","[0, 1500]",0.8958333333333334,0.0386126687129338,52.75532766372371
51,5,high,"(13, 16)","[0, 2000]",0.9375,0.0388254225254058,46.016194220820175
52,5,high,"(14, 17)","[0, 500]",0.6041666666666666,0.0200448880592982,46.629590327782935
53,5,high,"(14, 17)","[0, 1000]",0.9375,0.0232944885889689,91.68327169888579
54,5,high,"(14, 17)","[0, 1500]",0.9583333333333334,0.0380736341079076,65.6955908595446
55,5,high,"(14, 17)","[0, 2000]",0.9791666666666666,0.0384060641129811,53.597339504792046
56,5,high,"(15, 18)","[0, 500]",0.6458333333333334,0.0197692016760508,57.82468280835049
57,5,high,"(15, 18)","[0, 1000]",0.9583333333333334,0.0235682477553685,98.718044839503
58,5,high,"(15, 18)","[0, 1500]",1.0,0.0376718540986379,78.040057558537
59,5,high,"(15, 18)","[0, 2000]",1.0,0.0367209961016972,58.918231917715346
60,5,high,"(16, 19)","[0, 500]",0.6458333333333334,0.0198192248741785,57.81911822853816
61,5,high,"(16, 19)","[0, 1000]",0.9791666666666666,0.0238859057426452,106.70441037827045
62,5,high,"(16, 19)","[0, 1500]",1.0,0.0363205273946126,78.10870053497457
63,5,high,"(16, 19)","[0, 2000]",1.0,0.0372160623470942,58.90391412963187
64,5,high,"(17, 20)","[0, 500]",0.7291666666666666,0.0181856900453567,84.30353745840247
65,5,high,"(17, 20)","[0, 1000]",1.0,0.0233353326718012,117.26361454431066
66,5,high,"(17, 20)","[0, 1500]",1.0,0.036525030930837,78.09830467083457
67,5,high,"(17, 20)","[0, 2000]",1.0,0.0359507799148559,58.94052114806942
68,5,high,"(18, 21)","[0, 500]",0.8541666666666666,0.0190482983986536,135.1949791504862
69,5,high,"(18, 21)","[0, 1000]",1.0,0.0227542618910471,117.33023705823823
70,5,high,"(18, 21)","[0, 1500]",1.0,0.0359135816494623,78.12939571191792
71,5,high,"(18, 21)","[0, 2000]",1.0,0.0354626774787902,58.95465504120029
72,5,high,"(19, 22)","[0, 500]",0.8958333333333334,0.0185961971680323,156.5187248359382
