,subject,depth,target,time_window,accuracy
0,23,high,"(1, 8)","[0, 500]",0.13541666666666666
1,23,high,"(1, 8)","[0, 1000]",0.125
2,23,high,"(1, 8)","[0, 1500]",0.125
3,23,high,"(1, 8)","[0, 2000]",0.13541666666666666
4,23,high,"(2, 9)","[0, 500]",0.125
5,23,high,"(2, 9)","[0, 1000]",0.15625
6,23,high,"(2, 9)","[0, 1500]",0.21875
7,23,high,"(2, 9)","[0, 2000]",0.3020833333333333
8,23,high,"(3, 10)","[0, 500]",0.125
9,23,high,"(3, 10)","[0, 1000]",0.3229166666666667
10,23,high,"(3, 10)","[0, 1500]",0.4375
11,23,high,"(3, 10)","[0, 2000]",0.4791666666666667
12,23,high,"(4, 11)","[0, 500]",0.15625
13,23,high,"(4, 11)","[0, 1000]",0.5520833333333334
14,23,high,"(4, 11)","[0, 1500]",0.6979166666666666
15,23,high,"(4, 11)","[0, 2000]",0.7395833333333334
16,23,high,"(5, 12)","[0, 500]",0.22916666666666666
17,23,high,"(5, 12)","[0, 1000]",0.5416666666666666
18,23,high,"(5, 12)","[0, 1500]",0.6875
19,23,high,"(5, 12)","[0, 2000]",0.75
20,23,high,"(6, 13)","[0, 500]",0.23958333333333334
21,23,high,"(6, 13)","[0, 1000]",0.6354166666666666
22,23,high,"(6, 13)","[0, 1500]",0.8125
23,23,high,"(6, 13)","[0, 2000]",0.875
24,23,high,"(7, 14)","[0, 500]",0.23958333333333334
25,23,high,"(7, 14)","[0, 1000]",0.71875
26,23,high,"(7, 14)","[0, 1500]",0.8541666666666666
27,23,high,"(7, 14)","[0, 2000]",0.875
28,23,high,"(8, 15)","[0, 500]",0.3020833333333333
29,23,high,"(8, 15)","[0, 1000]",0.8229166666666666
30,23,high,"(8, 15)","[0, 1500]",0.9375
31,23,high,"(8, 15)","[0, 2000]",0.9791666666666666
32,23,high,"(9, 16)","[0, 500]",0.3645833333333333
33,23,high,"(9, 16)","[0, 1000]",0.8854166666666666
34,23,high,"(9, 16)","[0, 1500]",0.9479166666666666
35,23,high,"(9, 16)","[0, 2000]",0.9791666666666666
36,23,high,"(10, 17)","[0, 500]",0.4270833333333333
37,23,high,"(10, 17)","[0, 1000]",0.90625
38,23,high,"(10, 17)","[0, 1500]",0.9583333333333334
39,23,high,"(10, 17)","[0, 2000]",0.9791666666666666
40,23,high,"(11, 18)","[0, 500]",0.46875
41,23,high,"(11, 18)","[0, 1000]",0.9583333333333334
42,23,high,"(11, 18)","[0, 1500]",0.9895833333333334
43,23,high,"(11, 18)","[0, 2000]",1.0
44,23,high,"(12, 19)","[0, 500]",0.6041666666666666
45,23,high,"(12, 19)","[0, 1000]",0.96875
46,23,high,"(12, 19)","[0, 1500]",1.0
47,23,high,"(12, 19)","[0, 2000]",1.0
48,23,high,"(13, 20)","[0, 500]",0.7083333333333334
49,23,high,"(13, 20)","[0, 1000]",0.9791666666666666
