,subject,depth,target,time_window,accuracy,time
0,17,high,"(1, 4)","[0, 500]",0.25,0.008717402815818787
1,17,high,"(1, 4)","[0, 1000]",0.2708333333333333,0.009340941905975342
2,17,high,"(1, 4)","[0, 1500]",0.3333333333333333,0.013280943036079407
3,17,high,"(1, 4)","[0, 2000]",0.2708333333333333,0.014020169774691263
4,17,high,"(2, 5)","[0, 500]",0.25,0.008390342195828756
5,17,high,"(2, 5)","[0, 1000]",0.2708333333333333,0.009387895464897156
6,17,high,"(2, 5)","[0, 1500]",0.25,0.013715932766596476
7,17,high,"(2, 5)","[0, 2000]",0.25,0.014190152287483215
8,17,high,"(3, 6)","[0, 500]",0.25,0.008579179644584656
9,17,high,"(3, 6)","[0, 1000]",0.2916666666666667,0.009527996182441711
10,17,high,"(3, 6)","[0, 1500]",0.3958333333333333,0.013569295406341553
11,17,high,"(3, 6)","[0, 2000]",0.375,0.014489606022834778
12,17,high,"(4, 7)","[0, 500]",0.3125,0.008794769644737244
13,17,high,"(4, 7)","[0, 1000]",0.4375,0.009646505117416382
14,17,high,"(4, 7)","[0, 1500]",0.5833333333333334,0.013723234335581461
15,17,high,"(4, 7)","[0, 2000]",0.6666666666666666,0.015077422062555948
16,17,high,"(5, 8)","[0, 500]",0.3541666666666667,0.009076555569966635
17,17,high,"(5, 8)","[0, 1000]",0.5833333333333334,0.009933834274609884
18,17,high,"(5, 8)","[0, 1500]",0.7916666666666666,0.013613854845364889
19,17,high,"(5, 8)","[0, 2000]",0.8333333333333334,0.014600098133087158
20,17,high,"(6, 9)","[0, 500]",0.3958333333333333,0.008876055479049683
21,17,high,"(6, 9)","[0, 1000]",0.6666666666666666,0.010220527648925781
22,17,high,"(6, 9)","[0, 1500]",0.75,0.013810142874717712
23,17,high,"(6, 9)","[0, 2000]",0.75,0.014555941025416056
24,17,high,"(7, 10)","[0, 500]",0.4583333333333333,0.008901740113894144
25,17,high,"(7, 10)","[0, 1000]",0.625,0.010045304894447327
26,17,high,"(7, 10)","[0, 1500]",0.7708333333333334,0.014127378662427267
27,17,high,"(7, 10)","[0, 2000]",0.8125,0.014670178294181824
28,17,high,"(8, 11)","[0, 500]",0.2708333333333333,0.00897290805975596
29,17,high,"(8, 11)","[0, 1000]",0.4166666666666667,0.009893640875816345
30,17,high,"(8, 11)","[0, 1500]",0.5625,0.014385427037874857
31,17,high,"(8, 11)","[0, 2000]",0.5833333333333334,0.014756614963213602
32,17,high,"(9, 12)","[0, 500]",0.1875,0.008792529503504435
33,17,high,"(9, 12)","[0, 1000]",0.3333333333333333,0.009861394762992859
34,17,high,"(9, 12)","[0, 1500]",0.4583333333333333,0.014276141921679178
35,17,high,"(9, 12)","[0, 2000]",0.4375,0.015578965346018473
36,17,high,"(10, 13)","[0, 500]",0.1875,0.008816589911778768
37,17,high,"(10, 13)","[0, 1000]",0.3541666666666667,0.01013919711112976
38,17,high,"(10, 13)","[0, 1500]",0.5,0.014675969878832499
39,17,high,"(10, 13)","[0, 2000]",0.4375,0.01606204609076182
40,17,high,"(11, 14)","[0, 500]",0.2916666666666667,0.00903549293677012
41,17,high,"(11, 14)","[0, 1000]",0.4166666666666667,0.010049104690551758
42,17,high,"(11, 14)","[0, 1500]",0.5,0.014633814493815104
43,17,high,"(11, 14)","[0, 2000]",0.6458333333333334,0.016183321674664814
44,17,high,"(12, 15)","[0, 500]",0.3541666666666667,0.009542961915334066
45,17,high,"(12, 15)","[0, 1000]",0.4791666666666667,0.010229925314585367
46,17,high,"(12, 15)","[0, 1500]",0.6458333333333334,0.016031523545583088
47,17,high,"(12, 15)","[0, 2000]",0.7916666666666666,0.016513387362162273
48,17,high,"(13, 16)","[0, 500]",0.5,0.010006661216417948
49,17,high,"(13, 16)","[0, 1000]",0.6875,0.010446136196454367
50,17,high,"(13, 16)","[0, 1500]",0.8333333333333334,0.015349845091501871
51,17,high,"(13, 16)","[0, 2000]",0.8541666666666666,0.01616683105627696
52,17,high,"(14, 17)","[0, 500]",0.6458333333333334,0.009660959243774414
53,17,high,"(14, 17)","[0, 1000]",0.7708333333333334,0.010290806492169699
54,17,high,"(14, 17)","[0, 1500]",0.7708333333333334,0.014810840288798014
55,17,high,"(14, 17)","[0, 2000]",0.8541666666666666,0.01617303490638733
56,17,high,"(15, 18)","[0, 500]",0.5625,0.009015028675397238
57,17,high,"(15, 18)","[0, 1000]",0.7708333333333334,0.010359416405359903
58,17,high,"(15, 18)","[0, 1500]",0.8333333333333334,0.014629671971003214
59,17,high,"(15, 18)","[0, 2000]",0.9583333333333334,0.01605639358361562
60,17,high,"(16, 19)","[0, 500]",0.5416666666666666,0.009447991847991943
61,17,high,"(16, 19)","[0, 1000]",0.8125,0.010129605730374655
62,17,high,"(16, 19)","[0, 1500]",0.875,0.014340634147326151
63,17,high,"(16, 19)","[0, 2000]",0.9375,0.015879447261492412
64,17,high,"(17, 20)","[0, 500]",0.5833333333333334,0.008620083332061768
65,17,high,"(17, 20)","[0, 1000]",0.7916666666666666,0.009718562165896097
66,17,high,"(17, 20)","[0, 1500]",0.8541666666666666,0.013986696799596151
67,17,high,"(17, 20)","[0, 2000]",0.9791666666666666,0.015021691719690958
68,17,high,"(18, 21)","[0, 500]",0.625,0.008670732378959656
69,17,high,"(18, 21)","[0, 1000]",0.8333333333333334,0.009747187296549479
70,17,high,"(18, 21)","[0, 1500]",0.8958333333333334,0.01402421792348226
71,17,high,"(18, 21)","[0, 2000]",0.9583333333333334,0.015032127499580383
72,17,high,"(19, 22)","[0, 500]",0.6041666666666666,0.008644958337148031
73,17,high,"(19, 22)","[0, 1000]",0.9166666666666666,0.009684845805168152
74,17,high,"(19, 22)","[0, 1500]",0.9791666666666666,0.014051581422487894
75,17,high,"(19, 22)","[0, 2000]",1.0,0.015570561091105143
76,17,high,"(20, 23)","[0, 500]",0.6875,0.00925162931283315
77,17,high,"(20, 23)","[0, 1000]",1.0,0.010056321819623312
78,17,high,"(20, 23)","[0, 1500]",0.9791666666666666,0.01484079658985138
79,17,high,"(20, 23)","[0, 2000]",1.0,0.016849984725316364
80,17,high,"(21, 24)","[0, 500]",0.7291666666666666,0.00914431611696879
81,17,high,"(21, 24)","[0, 1000]",0.9583333333333334,0.009913285573323568
82,17,high,"(21, 24)","[0, 1500]",0.9791666666666666,0.01481109360853831
83,17,high,"(21, 24)","[0, 2000]",1.0,0.016086533665657043
84,17,high,"(22, 25)","[0, 500]",0.6666666666666666,0.009891192118326822
85,17,high,"(22, 25)","[0, 1000]",0.9375,0.0100975235303243
86,17,high,"(22, 25)","[0, 1500]",0.9583333333333334,0.014740293224652609
87,17,high,"(22, 25)","[0, 2000]",1.0,0.01589825749397278
88,17,high,"(23, 26)","[0, 500]",0.625,0.008798753221829733
89,17,high,"(23, 26)","[0, 1000]",0.9166666666666666,0.010203962524731955
90,17,high,"(23, 26)","[0, 1500]",0.9791666666666666,0.014813194672266642
91,17,high,"(23, 26)","[0, 2000]",0.9791666666666666,0.015347699324289957
92,17,high,"(24, 27)","[0, 500]",0.4375,0.008954986929893494
93,17,high,"(24, 27)","[0, 1000]",0.8333333333333334,0.009885559479395548
94,17,high,"(24, 27)","[0, 1500]",0.9791666666666666,0.014150758584340414
95,17,high,"(24, 27)","[0, 2000]",0.9791666666666666,0.01488781968752543
96,17,high,"(25, 28)","[0, 500]",0.5,0.009062156081199646
97,17,high,"(25, 28)","[0, 1000]",0.8333333333333334,0.010078688462575277
98,17,high,"(25, 28)","[0, 1500]",1.0,0.01470230519771576
99,17,high,"(25, 28)","[0, 2000]",0.9583333333333334,0.014985660711924234
100,17,high,"(26, 29)","[0, 500]",0.4791666666666667,0.00904137392838796
101,17,high,"(26, 29)","[0, 1000]",0.8541666666666666,0.010163351893424988
102,17,high,"(26, 29)","[0, 1500]",1.0,0.014150490363438925
103,17,high,"(26, 29)","[0, 2000]",0.9791666666666666,0.015369519591331482
104,17,high,"(27, 30)","[0, 500]",0.5833333333333334,0.009019906322161356
105,17,high,"(27, 30)","[0, 1000]",0.9166666666666666,0.010374009609222412
106,17,high,"(27, 30)","[0, 1500]",0.9791666666666666,0.01471500595410665
107,17,high,"(27, 30)","[0, 2000]",0.9791666666666666,0.01554944614569346
108,17,high,"(28, 31)","[0, 500]",0.625,0.00847667952378591
109,17,high,"(28, 31)","[0, 1000]",0.9166666666666666,0.00969808797041575
110,17,high,"(28, 31)","[0, 1500]",0.9791666666666666,0.014667774240175882
111,17,high,"(28, 31)","[0, 2000]",0.9583333333333334,0.01629483699798584
112,17,high,"(29, 32)","[0, 500]",0.6041666666666666,0.008820727467536926
113,17,high,"(29, 32)","[0, 1000]",0.9583333333333334,0.009652202328046164
114,17,high,"(29, 32)","[0, 1500]",1.0,0.014439364274342855
115,17,high,"(29, 32)","[0, 2000]",0.9583333333333334,0.01479083796342214
116,17,high,"(30, 33)","[0, 500]",0.625,0.008841107288996378
117,17,high,"(30, 33)","[0, 1000]",0.9583333333333334,0.009775658448537191
118,17,high,"(30, 33)","[0, 1500]",1.0,0.014938657482465109
119,17,high,"(30, 33)","[0, 2000]",0.9791666666666666,0.015515550971031189
120,17,high,"(31, 34)","[0, 500]",0.5416666666666666,0.00904532273610433
121,17,high,"(31, 34)","[0, 1000]",0.9166666666666666,0.009933362404505411
122,17,high,"(31, 34)","[0, 1500]",0.9375,0.014989182353019714
123,17,high,"(31, 34)","[0, 2000]",0.9583333333333334,0.016488308707873028
124,17,high,"(32, 35)","[0, 500]",0.5,0.009011392792065939
125,17,high,"(32, 35)","[0, 1000]",0.8541666666666666,0.010090917348861694
126,17,high,"(32, 35)","[0, 1500]",0.8958333333333334,0.014767189820607504
127,17,high,"(32, 35)","[0, 2000]",0.8958333333333334,0.015568330883979797
128,17,high,"(33, 36)","[0, 500]",0.3958333333333333,0.009251346190770468
129,17,high,"(33, 36)","[0, 1000]",0.7708333333333334,0.0099506676197052
130,17,high,"(33, 36)","[0, 1500]",0.875,0.014259204268455505
131,17,high,"(33, 36)","[0, 2000]",0.8958333333333334,0.015645002325375874
132,17,high,"(34, 37)","[0, 500]",0.4166666666666667,0.009382158517837524
133,17,high,"(34, 37)","[0, 1000]",0.6666666666666666,0.010251204172770182
134,17,high,"(34, 37)","[0, 1500]",0.8125,0.015000656247138977
135,17,high,"(34, 37)","[0, 2000]",0.8333333333333334,0.015476738413174948
136,17,high,"(35, 38)","[0, 500]",0.375,0.009376277526219686
137,17,high,"(35, 38)","[0, 1000]",0.625,0.010245184103647867
138,17,high,"(35, 38)","[0, 1500]",0.7708333333333334,0.01483518381913503
139,17,high,"(35, 38)","[0, 2000]",0.8125,0.01594620943069458
140,17,high,"(36, 39)","[0, 500]",0.3958333333333333,0.009191349148750305
141,17,high,"(36, 39)","[0, 1000]",0.6458333333333334,0.010210961103439331
142,17,high,"(36, 39)","[0, 1500]",0.7708333333333334,0.01481562852859497
143,17,high,"(36, 39)","[0, 2000]",0.7708333333333334,0.0155792236328125
144,17,high,"(37, 40)","[0, 500]",0.375,0.00938438375790914
145,17,high,"(37, 40)","[0, 1000]",0.4791666666666667,0.010360886653264364
146,17,high,"(37, 40)","[0, 1500]",0.6458333333333334,0.015137627720832825
147,17,high,"(37, 40)","[0, 2000]",0.6458333333333334,0.015971387426058452
148,17,high,"(38, 41)","[0, 500]",0.3958333333333333,0.009463359912236532
149,17,high,"(38, 41)","[0, 1000]",0.4166666666666667,0.011002719402313232
150,17,high,"(38, 41)","[0, 1500]",0.6875,0.015691871444384258
