,subject,depth,target,time_window,accuracy
0,19,low,"(1, 2)","[0, 500]",0.4166666666666667
1,19,low,"(1, 2)","[0, 1000]",0.5
2,19,low,"(1, 2)","[0, 1500]",0.5416666666666666
3,19,low,"(1, 2)","[0, 2000]",0.5
4,19,low,"(2, 3)","[0, 500]",0.5
5,19,low,"(2, 3)","[0, 1000]",0.5833333333333334
6,19,low,"(2, 3)","[0, 1500]",0.6666666666666666
7,19,low,"(2, 3)","[0, 2000]",0.7916666666666666
8,19,low,"(3, 4)","[0, 500]",0.4166666666666667
9,19,low,"(3, 4)","[0, 1000]",0.6666666666666666
10,19,low,"(3, 4)","[0, 1500]",0.7916666666666666
11,19,low,"(3, 4)","[0, 2000]",0.8333333333333334
12,19,low,"(4, 5)","[0, 500]",0.5416666666666666
13,19,low,"(4, 5)","[0, 1000]",0.75
14,19,low,"(4, 5)","[0, 1500]",0.8333333333333334
15,19,low,"(4, 5)","[0, 2000]",0.875
16,19,low,"(5, 6)","[0, 500]",0.7083333333333334
17,19,low,"(5, 6)","[0, 1000]",0.9583333333333334
18,19,low,"(5, 6)","[0, 1500]",0.9166666666666666
19,19,low,"(5, 6)","[0, 2000]",0.9583333333333334
20,19,low,"(6, 7)","[0, 500]",0.5833333333333334
21,19,low,"(6, 7)","[0, 1000]",1.0
22,19,low,"(6, 7)","[0, 1500]",1.0
23,19,low,"(6, 7)","[0, 2000]",1.0
24,19,low,"(7, 8)","[0, 500]",0.7916666666666666
25,19,low,"(7, 8)","[0, 1000]",1.0
26,19,low,"(7, 8)","[0, 1500]",1.0
27,19,low,"(7, 8)","[0, 2000]",1.0
28,19,low,"(8, 9)","[0, 500]",0.7916666666666666
29,19,low,"(8, 9)","[0, 1000]",1.0
30,19,low,"(8, 9)","[0, 1500]",1.0
31,19,low,"(8, 9)","[0, 2000]",1.0
32,19,low,"(9, 10)","[0, 500]",0.7083333333333334
33,19,low,"(9, 10)","[0, 1000]",1.0
34,19,low,"(9, 10)","[0, 1500]",1.0
35,19,low,"(9, 10)","[0, 2000]",1.0
36,19,low,"(10, 11)","[0, 500]",0.75
37,19,low,"(10, 11)","[0, 1000]",0.875
38,19,low,"(10, 11)","[0, 1500]",0.9583333333333334
39,19,low,"(10, 11)","[0, 2000]",1.0
40,19,low,"(11, 12)","[0, 500]",0.75
41,19,low,"(11, 12)","[0, 1000]",1.0
42,19,low,"(11, 12)","[0, 1500]",1.0
43,19,low,"(11, 12)","[0, 2000]",1.0
44,19,low,"(12, 13)","[0, 500]",0.75
45,19,low,"(12, 13)","[0, 1000]",1.0
46,19,low,"(12, 13)","[0, 1500]",1.0
47,19,low,"(12, 13)","[0, 2000]",1.0
48,19,low,"(13, 14)","[0, 500]",0.8333333333333334
49,19,low,"(13, 14)","[0, 1000]",1.0
50,19,low,"(13, 14)","[0, 1500]",1.0
51,19,low,"(13, 14)","[0, 2000]",1.0
52,19,low,"(14, 15)","[0, 500]",0.9166666666666666
53,19,low,"(14, 15)","[0, 1000]",1.0
54,19,low,"(14, 15)","[0, 1500]",1.0
55,19,low,"(14, 15)","[0, 2000]",1.0
56,19,low,"(15, 16)","[0, 500]",0.8333333333333334
57,19,low,"(15, 16)","[0, 1000]",1.0
58,19,low,"(15, 16)","[0, 1500]",1.0
59,19,low,"(15, 16)","[0, 2000]",1.0
60,19,low,"(16, 17)","[0, 500]",0.7916666666666666
61,19,low,"(16, 17)","[0, 1000]",1.0
62,19,low,"(16, 17)","[0, 1500]",1.0
63,19,low,"(16, 17)","[0, 2000]",1.0
64,19,low,"(17, 18)","[0, 500]",0.75
65,19,low,"(17, 18)","[0, 1000]",1.0
66,19,low,"(17, 18)","[0, 1500]",1.0
67,19,low,"(17, 18)","[0, 2000]",1.0
68,19,low,"(18, 19)","[0, 500]",0.75
69,19,low,"(18, 19)","[0, 1000]",1.0
70,19,low,"(18, 19)","[0, 1500]",1.0
71,19,low,"(18, 19)","[0, 2000]",1.0
72,19,low,"(19, 20)","[0, 500]",0.8333333333333334
73,19,low,"(19, 20)","[0, 1000]",1.0
74,19,low,"(19, 20)","[0, 1500]",1.0
75,19,low,"(19, 20)","[0, 2000]",1.0
76,19,low,"(20, 21)","[0, 500]",0.7083333333333334
77,19,low,"(20, 21)","[0, 1000]",1.0
78,19,low,"(20, 21)","[0, 1500]",1.0
79,19,low,"(20, 21)","[0, 2000]",1.0
80,19,low,"(21, 22)","[0, 500]",0.7916666666666666
81,19,low,"(21, 22)","[0, 1000]",1.0
82,19,low,"(21, 22)","[0, 1500]",1.0
83,19,low,"(21, 22)","[0, 2000]",1.0
84,19,low,"(22, 23)","[0, 500]",0.9583333333333334
85,19,low,"(22, 23)","[0, 1000]",1.0
86,19,low,"(22, 23)","[0, 1500]",1.0
87,19,low,"(22, 23)","[0, 2000]",1.0
88,19,low,"(23, 24)","[0, 500]",0.875
89,19,low,"(23, 24)","[0, 1000]",1.0
90,19,low,"(23, 24)","[0, 1500]",1.0
91,19,low,"(23, 24)","[0, 2000]",1.0
92,19,low,"(24, 25)","[0, 500]",0.8333333333333334
93,19,low,"(24, 25)","[0, 1000]",1.0
94,19,low,"(24, 25)","[0, 1500]",1.0
95,19,low,"(24, 25)","[0, 2000]",1.0
96,19,low,"(25, 26)","[0, 500]",0.8333333333333334
97,19,low,"(25, 26)","[0, 1000]",1.0
98,19,low,"(25, 26)","[0, 1500]",1.0
99,19,low,"(25, 26)","[0, 2000]",1.0
100,19,low,"(26, 27)","[0, 500]",0.7083333333333334
101,19,low,"(26, 27)","[0, 1000]",1.0
102,19,low,"(26, 27)","[0, 1500]",1.0
103,19,low,"(26, 27)","[0, 2000]",1.0
104,19,low,"(27, 28)","[0, 500]",0.7083333333333334
105,19,low,"(27, 28)","[0, 1000]",1.0
106,19,low,"(27, 28)","[0, 1500]",1.0
107,19,low,"(27, 28)","[0, 2000]",1.0
108,19,low,"(28, 29)","[0, 500]",0.5416666666666666
109,19,low,"(28, 29)","[0, 1000]",0.9583333333333334
110,19,low,"(28, 29)","[0, 1500]",1.0
111,19,low,"(28, 29)","[0, 2000]",1.0
112,19,low,"(29, 30)","[0, 500]",0.5
113,19,low,"(29, 30)","[0, 1000]",1.0
114,19,low,"(29, 30)","[0, 1500]",1.0
115,19,low,"(29, 30)","[0, 2000]",1.0
116,19,low,"(30, 31)","[0, 500]",0.5833333333333334
117,19,low,"(30, 31)","[0, 1000]",1.0
118,19,low,"(30, 31)","[0, 1500]",1.0
119,19,low,"(30, 31)","[0, 2000]",1.0
120,19,low,"(31, 32)","[0, 500]",0.5
121,19,low,"(31, 32)","[0, 1000]",1.0
122,19,low,"(31, 32)","[0, 1500]",0.9583333333333334
123,19,low,"(31, 32)","[0, 2000]",1.0
124,19,low,"(32, 33)","[0, 500]",0.5
125,19,low,"(32, 33)","[0, 1000]",0.875
126,19,low,"(32, 33)","[0, 1500]",1.0
127,19,low,"(32, 33)","[0, 2000]",1.0
128,19,low,"(33, 34)","[0, 500]",0.4166666666666667
129,19,low,"(33, 34)","[0, 1000]",0.9166666666666666
130,19,low,"(33, 34)","[0, 1500]",0.9583333333333334
131,19,low,"(33, 34)","[0, 2000]",1.0
132,19,low,"(34, 35)","[0, 500]",0.4166666666666667
133,19,low,"(34, 35)","[0, 1000]",0.8333333333333334
134,19,low,"(34, 35)","[0, 1500]",0.9166666666666666
135,19,low,"(34, 35)","[0, 2000]",0.8333333333333334
136,19,low,"(35, 36)","[0, 500]",0.5416666666666666
137,19,low,"(35, 36)","[0, 1000]",0.8333333333333334
138,19,low,"(35, 36)","[0, 1500]",0.9166666666666666
139,19,low,"(35, 36)","[0, 2000]",0.875
140,19,low,"(36, 37)","[0, 500]",0.5416666666666666
141,19,low,"(36, 37)","[0, 1000]",0.875
142,19,low,"(36, 37)","[0, 1500]",1.0
