Unnamed: 0,subject,depth,target,time_window,accuracy,time,itr
0,6,high,"(1, 4)","[0, 500]",0.2916666666666667,0.0549581497907638,0.6977563359957653
1,6,high,"(1, 4)","[0, 1000]",0.25,0.0335533618927001,0.0
2,6,high,"(1, 4)","[0, 1500]",0.25,0.0475229173898696,0.0
3,6,high,"(1, 4)","[0, 2000]",0.25,0.0490955263376235,0.0
4,6,high,"(2, 5)","[0, 500]",0.2291666666666666,0.045093297958374,0.18737565727092761
5,6,high,"(2, 5)","[0, 1000]",0.25,0.0305584073066711,0.0
6,6,high,"(2, 5)","[0, 1500]",0.2708333333333333,0.042238970597585,0.06381498794375916
7,6,high,"(2, 5)","[0, 2000]",0.2916666666666667,0.046985775232315,0.1891686644403016
8,6,high,"(3, 6)","[0, 500]",0.25,0.0335274885098139,0.0
9,6,high,"(3, 6)","[0, 1000]",0.2708333333333333,0.0280788789192835,0.09572997104904768
10,6,high,"(3, 6)","[0, 1500]",0.5,0.0414202859004338,8.077696324783922
11,6,high,"(3, 6)","[0, 2000]",0.5833333333333334,0.0431924213965733,10.563768667538836
12,6,high,"(4, 7)","[0, 500]",0.2708333333333333,0.0283439755439758,0.18627630080148183
13,6,high,"(4, 7)","[0, 1000]",0.4791666666666667,0.0263962596654891,10.27389166415171
14,6,high,"(4, 7)","[0, 1500]",0.7291666666666666,0.0404545068740844,28.358440016377347
15,6,high,"(4, 7)","[0, 2000]",0.8541666666666666,0.0407209942738215,34.38624097904764
16,6,high,"(5, 8)","[0, 500]",0.375,0.0250787734985351,6.280707227004173
17,6,high,"(5, 8)","[0, 1000]",0.5625,0.0251453469196955,18.604942134370216
18,6,high,"(5, 8)","[0, 1500]",0.7708333333333334,0.0387652119000752,33.542101218082514
19,6,high,"(5, 8)","[0, 2000]",0.8333333333333334,0.0392271528641382,31.947902224812953
20,6,high,"(6, 9)","[0, 500]",0.4166666666666667,0.024406298995018,10.934626618100246
21,6,high,"(6, 9)","[0, 1000]",0.5625,0.0245087246100107,18.61650311081543
22,6,high,"(6, 9)","[0, 1500]",0.6875,0.0378012011448542,23.747971540285505
23,6,high,"(6, 9)","[0, 2000]",0.7708333333333334,0.040338397026062,25.296499131539516
24,6,high,"(7, 10)","[0, 500]",0.3541666666666667,0.0235864420731862,4.428390942794615
25,6,high,"(7, 10)","[0, 1000]",0.6875,0.0250123739242553,35.62850565363373
26,6,high,"(7, 10)","[0, 1500]",0.8333333333333334,0.0383903086185455,42.34883002636059
27,6,high,"(7, 10)","[0, 2000]",0.875,0.0416857898235321,36.97871387895641
28,6,high,"(8, 11)","[0, 500]",0.4583333333333333,0.022215316692988,16.83142710379685
29,6,high,"(8, 11)","[0, 1000]",0.7291666666666666,0.024826169013977,42.626630790642
30,6,high,"(8, 11)","[0, 1500]",0.8333333333333334,0.0388361612955729,42.33656014363289
31,6,high,"(8, 11)","[0, 2000]",0.875,0.0385645031929016,37.03533272278869
32,6,high,"(9, 12)","[0, 500]",0.3541666666666667,0.0225382347901662,4.437274257601543
33,6,high,"(9, 12)","[0, 1000]",0.5625,0.0246831278006235,18.613334543428603
34,6,high,"(9, 12)","[0, 1500]",0.75,0.0372683455546697,30.93075789866624
35,6,high,"(9, 12)","[0, 2000]",0.7708333333333334,0.0382571468750635,25.32232921029968
