,subject,depth,target,time_window,accuracy,time
0,9,low,"(1, 8)","[0, 500]",0.125,0.01737135152022044
1,9,low,"(1, 8)","[0, 1000]",0.11458333333333333,0.018932315210501354
2,9,low,"(1, 8)","[0, 1500]",0.11458333333333333,0.02701229105393092
3,9,low,"(1, 8)","[0, 2000]",0.11458333333333333,0.028762198984622955
4,9,low,"(2, 9)","[0, 500]",0.125,0.01683627317349116
5,9,low,"(2, 9)","[0, 1000]",0.09375,0.018909009794394176
6,9,low,"(2, 9)","[0, 1500]",0.10416666666666667,0.026887938380241394
7,9,low,"(2, 9)","[0, 2000]",0.10416666666666667,0.028241241971651714
8,9,low,"(3, 10)","[0, 500]",0.08333333333333333,0.017300302783648174
9,9,low,"(3, 10)","[0, 1000]",0.125,0.019275079170862835
10,9,low,"(3, 10)","[0, 1500]",0.14583333333333334,0.02714208761850993
11,9,low,"(3, 10)","[0, 2000]",0.14583333333333334,0.02884712318579356
12,9,low,"(4, 11)","[0, 500]",0.11458333333333333,0.01686529815196991
13,9,low,"(4, 11)","[0, 1000]",0.15625,0.019217833876609802
14,9,low,"(4, 11)","[0, 1500]",0.21875,0.027228213846683502
15,9,low,"(4, 11)","[0, 2000]",0.2708333333333333,0.029341486593087513
16,9,low,"(5, 12)","[0, 500]",0.13541666666666666,0.01713474839925766
17,9,low,"(5, 12)","[0, 1000]",0.1875,0.019472370545069378
18,9,low,"(5, 12)","[0, 1500]",0.2916666666666667,0.027230165898799896
19,9,low,"(5, 12)","[0, 2000]",0.375,0.02881447474161784
20,9,low,"(6, 13)","[0, 500]",0.15625,0.01733480642239253
21,9,low,"(6, 13)","[0, 1000]",0.2604166666666667,0.01956112931172053
22,9,low,"(6, 13)","[0, 1500]",0.3541666666666667,0.027531524499257404
23,9,low,"(6, 13)","[0, 2000]",0.46875,0.029397529860337574
24,9,low,"(7, 14)","[0, 500]",0.1875,0.01710084577401479
25,9,low,"(7, 14)","[0, 1000]",0.3333333333333333,0.019749000668525696
26,9,low,"(7, 14)","[0, 1500]",0.4479166666666667,0.027948724726835888
27,9,low,"(7, 14)","[0, 2000]",0.59375,0.02967376510302226
28,9,low,"(8, 15)","[0, 500]",0.21875,0.01756745328505834
29,9,low,"(8, 15)","[0, 1000]",0.3958333333333333,0.01967549075682958
30,9,low,"(8, 15)","[0, 1500]",0.4895833333333333,0.028135843575000763
31,9,low,"(8, 15)","[0, 2000]",0.5625,0.0298406978448232
32,9,low,"(9, 16)","[0, 500]",0.21875,0.017933900157610577
33,9,low,"(9, 16)","[0, 1000]",0.375,0.02046540876229604
34,9,low,"(9, 16)","[0, 1500]",0.4479166666666667,0.02915927271048228
35,9,low,"(9, 16)","[0, 2000]",0.5104166666666666,0.029961643119653065
36,9,low,"(10, 17)","[0, 500]",0.22916666666666666,0.01802558700243632
37,9,low,"(10, 17)","[0, 1000]",0.40625,0.02050578345855077
38,9,low,"(10, 17)","[0, 1500]",0.4166666666666667,0.029341680308183033
39,9,low,"(10, 17)","[0, 2000]",0.4895833333333333,0.030049361288547516
40,9,low,"(11, 18)","[0, 500]",0.23958333333333334,0.018034654359022777
41,9,low,"(11, 18)","[0, 1000]",0.4166666666666667,0.02065976212422053
42,9,low,"(11, 18)","[0, 1500]",0.4375,0.029339748124281567
43,9,low,"(11, 18)","[0, 2000]",0.4270833333333333,0.030663301547368366
44,9,low,"(12, 19)","[0, 500]",0.2604166666666667,0.018343505760033924
45,9,low,"(12, 19)","[0, 1000]",0.4375,0.020328454673290253
46,9,low,"(12, 19)","[0, 1500]",0.5,0.029882604877154034
47,9,low,"(12, 19)","[0, 2000]",0.5104166666666666,0.030360383292039234
48,9,low,"(13, 20)","[0, 500]",0.2604166666666667,0.01803424209356308
49,9,low,"(13, 20)","[0, 1000]",0.4375,0.020395666360855103
50,9,low,"(13, 20)","[0, 1500]",0.4895833333333333,0.029987071951230366
51,9,low,"(13, 20)","[0, 2000]",0.5625,0.03025384247303009
52,9,low,"(14, 21)","[0, 500]",0.28125,0.01811400552590688
53,9,low,"(14, 21)","[0, 1000]",0.46875,0.02027525504430135
54,9,low,"(14, 21)","[0, 1500]",0.5,0.02951346089442571
55,9,low,"(14, 21)","[0, 2000]",0.5833333333333334,0.029910261432329815
56,9,low,"(15, 22)","[0, 500]",0.2708333333333333,0.018037597338358562
57,9,low,"(15, 22)","[0, 1000]",0.3958333333333333,0.020771014193693798
58,9,low,"(15, 22)","[0, 1500]",0.4895833333333333,0.029895499348640442
59,9,low,"(15, 22)","[0, 2000]",0.59375,0.030971971650918324
60,9,low,"(16, 23)","[0, 500]",0.25,0.01829692969719569
61,9,low,"(16, 23)","[0, 1000]",0.4583333333333333,0.021120173235734303
62,9,low,"(16, 23)","[0, 1500]",0.53125,0.028572939336299896
63,9,low,"(16, 23)","[0, 2000]",0.6354166666666666,0.029918737709522247
