subject,depth,target,time_window,accuracy,time,itr
28,high,"(1, 8)","[0, 500]",0.125,0.090950404604276,0.0
28,high,"(1, 8)","[0, 1000]",0.125,0.06529517720143,0.0
28,high,"(1, 8)","[0, 1500]",0.125,0.0907365282376607,0.0
28,high,"(1, 8)","[0, 2000]",0.125,0.0881864254673322,0.0
28,high,"(2, 9)","[0, 500]",0.125,0.0721051171422004,0.0
28,high,"(2, 9)","[0, 1000]",0.1666666666666666,0.0586191664139429,0.5959731490179994
28,high,"(2, 9)","[0, 1500]",0.1666666666666666,0.0874940305948257,0.3974242334518441
28,high,"(2, 9)","[0, 2000]",0.1979166666666666,0.0845224981506665,0.8786356719191167
28,high,"(3, 10)","[0, 500]",0.1458333333333333,0.0545506700873374,0.2961064061709131
28,high,"(3, 10)","[0, 1000]",0.25,0.0551624645789464,4.731348211720155
28,high,"(3, 10)","[0, 1500]",0.2916666666666667,0.0820896575848261,5.331902410200592
28,high,"(3, 10)","[0, 2000]",0.3229166666666667,0.0820767333110173,5.523188450350609
28,high,"(4, 11)","[0, 500]",0.1666666666666666,0.0490653912226359,1.1490591253869529
28,high,"(4, 11)","[0, 1000]",0.34375,0.0528300926089286,13.06827730027699
28,high,"(4, 11)","[0, 1500]",0.4791666666666667,0.0802693689862887,20.468232469935582
28,high,"(4, 11)","[0, 2000]",0.5104166666666666,0.0806568339467048,18.048500359434684
28,high,"(5, 12)","[0, 500]",0.2395833333333333,0.0471861536304155,7.773643808146932
28,high,"(5, 12)","[0, 1000]",0.4166666666666667,0.0523641059796015,21.808471230165253
28,high,"(5, 12)","[0, 1500]",0.5104166666666666,0.077464260160923,23.80576001862409
28,high,"(5, 12)","[0, 2000]",0.6354166666666666,0.0802899127205212,29.709218724303746
28,high,"(6, 13)","[0, 500]",0.2395833333333333,0.0447654500603675,7.808186540834143
28,high,"(6, 13)","[0, 1000]",0.4583333333333333,0.0497756997744242,27.68389032839538
28,high,"(6, 13)","[0, 1500]",0.5833333333333334,0.0750677660107612,32.394797640181096
28,high,"(6, 13)","[0, 2000]",0.7395833333333334,0.0799223358432451,41.584538615844494
28,high,"(7, 14)","[0, 500]",0.28125,0.0422918821374575,13.837405625521598
28,high,"(7, 14)","[0, 1000]",0.4479166666666667,0.0482827946543693,26.211293978793925
28,high,"(7, 14)","[0, 1500]",0.6041666666666666,0.0725696409742037,35.113014162803594
28,high,"(7, 14)","[0, 2000]",0.75,0.0779386858145396,42.93340766530703
28,high,"(8, 15)","[0, 500]",0.2916666666666667,0.0416479234894116,15.57385765293138
28,high,"(8, 15)","[0, 1000]",0.5208333333333334,0.047456237177054,37.58028900640365
28,high,"(8, 15)","[0, 1500]",0.7291666666666666,0.0716450313727061,53.33329613953517
28,high,"(8, 15)","[0, 2000]",0.84375,0.0767674719293912,55.93563307517661
28,high,"(9, 16)","[0, 500]",0.2708333333333333,0.0413608526190122,12.22613252477545
28,high,"(9, 16)","[0, 1000]",0.59375,0.0471086576581001,50.71236798836716
28,high,"(9, 16)","[0, 1500]",0.6875,0.0725828235348065,46.80186007240683
28,high,"(9, 16)","[0, 2000]",0.8020833333333334,0.0764464785655339,49.89204047385306
28,high,"(10, 17)","[0, 500]",0.2395833333333333,0.0406328191359837,7.867872804819333
28,high,"(10, 17)","[0, 1000]",0.5729166666666666,0.0479791189233462,46.74262059732517
28,high,"(10, 17)","[0, 1500]",0.6770833333333334,0.0727064236998558,45.244295558031645
28,high,"(10, 17)","[0, 2000]",0.8020833333333334,0.0771507943669955,49.87512318861398
28,high,"(11, 18)","[0, 500]",0.3229166666666667,0.0400495554010073,21.29379063672809
28,high,"(11, 18)","[0, 1000]",0.59375,0.0487828627228736,50.631414240598666
28,high,"(11, 18)","[0, 1500]",0.75,0.0742000862956047,56.67195007689477
28,high,"(11, 18)","[0, 2000]",0.8645833333333334,0.0773465161522229,59.14455458957602
28,high,"(12, 19)","[0, 500]",0.34375,0.0401786665121714,25.47060158655816
28,high,"(12, 19)","[0, 1000]",0.6875,0.0486808990438779,70.18321905781845
28,high,"(12, 19)","[0, 1500]",0.8229166666666666,0.0748167981704076,69.69227859831466
28,high,"(12, 19)","[0, 2000]",0.9375,0.0773197611172994,71.8401749401335
28,high,"(13, 20)","[0, 500]",0.375,0.0401138017574946,32.32309596706157
28,high,"(13, 20)","[0, 1000]",0.7291666666666666,0.048179934422175,79.96814967712312
28,high,"(13, 20)","[0, 1500]",0.90625,0.0751465484499931,87.15173796059166
28,high,"(13, 20)","[0, 2000]",0.96875,0.0776000022888183,78.3109693315073
28,high,"(14, 21)","[0, 500]",0.3333333333333333,0.0407657151420911,23.31518571053191
28,high,"(14, 21)","[0, 1000]",0.7708333333333334,0.0482282787561416,90.44358429972844
28,high,"(14, 21)","[0, 1500]",0.90625,0.0766022776563962,87.07126786858684
28,high,"(14, 21)","[0, 2000]",0.9583333333333334,0.0785803322990735,76.00797172468044
28,high,"(15, 22)","[0, 500]",0.3958333333333333,0.0404344896475474,37.23989481671946
28,high,"(15, 22)","[0, 1000]",0.75,0.0483140895764033,85.10139240581668
28,high,"(15, 22)","[0, 1500]",0.9166666666666666,0.0749186774094899,89.6136520544915
28,high,"(15, 22)","[0, 2000]",0.9895833333333334,0.0772253647446632,83.39626157818886
28,high,"(16, 23)","[0, 500]",0.3229166666666667,0.0397436072429021,21.30586080474298
28,high,"(16, 23)","[0, 1000]",0.6875,0.0475133011738459,70.2614479232582
28,high,"(16, 23)","[0, 1500]",0.9375,0.075112705429395,94.74561060351542
28,high,"(16, 23)","[0, 2000]",1.0,0.075754498442014,86.71545702302534
28,high,"(17, 24)","[0, 500]",0.3229166666666667,0.0401862412691116,21.288402568621105
28,high,"(17, 24)","[0, 1000]",0.65625,0.0479392309983571,63.35918956447004
28,high,"(17, 24)","[0, 1500]",0.9270833333333334,0.0741354922453562,92.1870593536035
28,high,"(17, 24)","[0, 2000]",0.9895833333333334,0.0744569227099418,83.50755707609203
28,high,"(18, 25)","[0, 500]",0.3020833333333333,0.0385133599241574,17.478959080979056
28,high,"(18, 25)","[0, 1000]",0.6979166666666666,0.0471150303880373,72.6637763506716
28,high,"(18, 25)","[0, 1500]",0.875,0.072148082156976,80.35564392844404
28,high,"(18, 25)","[0, 2000]",0.9479166666666666,0.0747241203983624,73.99350582266726
28,high,"(19, 26)","[0, 500]",0.34375,0.038049263258775,25.57140496198866
28,high,"(19, 26)","[0, 1000]",0.6979166666666666,0.0475398004055023,72.63431170070068
28,high,"(19, 26)","[0, 1500]",0.8645833333333334,0.070899449288845,78.21234801606927
28,high,"(19, 26)","[0, 2000]",0.9375,0.0752911170323689,71.91040033875666
28,high,"(20, 27)","[0, 500]",0.375,0.0377587700883547,32.46464998511053
28,high,"(20, 27)","[0, 1000]",0.6666666666666666,0.0479503944516181,65.60916612046071
28,high,"(20, 27)","[0, 1500]",0.8645833333333334,0.071446160475413,78.18513768798829
28,high,"(20, 27)","[0, 2000]",0.9166666666666666,0.0740440562367439,68.04783820627966
28,high,"(21, 28)","[0, 500]",0.3958333333333333,0.0378202348947525,37.42091175453929
28,high,"(21, 28)","[0, 1000]",0.6770833333333334,0.045608344177405,68.05224408941635
28,high,"(21, 28)","[0, 1500]",0.8541666666666666,0.0696267560124397,76.11796227080913
28,high,"(21, 28)","[0, 2000]",0.9375,0.0734048361579577,71.97582085406789
28,high,"(22, 29)","[0, 500]",0.3958333333333333,0.0369994913538297,37.47810542438905
28,high,"(22, 29)","[0, 1000]",0.625,0.0462307830651601,56.93626591992185
28,high,"(22, 29)","[0, 1500]",0.8020833333333334,0.0695830186208089,66.00361403082259
28,high,"(22, 29)","[0, 2000]",0.8958333333333334,0.0740176389614741,64.38231784712164
28,high,"(23, 30)","[0, 500]",0.3645833333333333,0.0372093468904495,30.126561716062284
28,high,"(23, 30)","[0, 1000]",0.5833333333333334,0.0458725690841674,48.7860596575074
28,high,"(23, 30)","[0, 1500]",0.7604166666666666,0.069265566766262,58.61561836147368
28,high,"(23, 30)","[0, 2000]",0.8541666666666666,0.0731366897622744,57.63092746533166
28,high,"(24, 31)","[0, 500]",0.3333333333333333,0.0373002663254737,23.465562674389272
28,high,"(24, 31)","[0, 1000]",0.5416666666666666,0.0459378386537234,41.20574699518666
28,high,"(24, 31)","[0, 1500]",0.7291666666666666,0.0676804607113202,53.468172873952
28,high,"(24, 31)","[0, 2000]",0.84375,0.0716846759120623,56.07286892787515
28,high,"(25, 32)","[0, 500]",0.3958333333333333,0.0371893544991811,37.46485923676808
28,high,"(25, 32)","[0, 1000]",0.53125,0.0456743786732355,39.41219152348816
28,high,"(25, 32)","[0, 1500]",0.75,0.068334937095642,56.88388786823759
28,high,"(25, 32)","[0, 2000]",0.8125,0.0705308268467585,51.50588445077811
28,high,"(26, 33)","[0, 500]",0.3645833333333333,0.0382900610566139,30.066077221958
28,high,"(26, 33)","[0, 1000]",0.4791666666666667,0.0459679414828618,30.923816616859234
28,high,"(26, 33)","[0, 1500]",0.6875,0.0690100441376368,46.90843218903584
28,high,"(26, 33)","[0, 2000]",0.7708333333333334,0.0702537422378857,45.79415593402491
28,high,"(27, 34)","[0, 500]",0.3645833333333333,0.0384375204642613,30.05784316365239
28,high,"(27, 34)","[0, 1000]",0.46875,0.0452049324909845,29.357628319480508
28,high,"(27, 34)","[0, 1500]",0.6458333333333334,0.0678174768884976,40.87188158805362
28,high,"(27, 34)","[0, 2000]",0.7916666666666666,0.0709720229109128,48.58152133038297
28,high,"(28, 35)","[0, 500]",0.2604166666666667,0.0372382054726282,10.760881532222554
28,high,"(28, 35)","[0, 1000]",0.4375,0.0446426595250765,24.82170017356408
28,high,"(28, 35)","[0, 1500]",0.6041666666666666,0.068504845102628,35.20400988746022
28,high,"(28, 35)","[0, 2000]",0.7604166666666666,0.0710681354006131,44.413541977256216
28,high,"(29, 36)","[0, 500]",0.21875,0.0368840172886848,5.462129960686182
28,high,"(29, 36)","[0, 1000]",0.4166666666666667,0.0447350442409515,21.967725171494827
28,high,"(29, 36)","[0, 1500]",0.5416666666666666,0.0680104022224744,27.48620155272587
28,high,"(29, 36)","[0, 2000]",0.7291666666666666,0.0717989082137743,40.4580818882161
28,high,"(30, 37)","[0, 500]",0.1666666666666666,0.0360544770956039,1.176948659466202
28,high,"(30, 37)","[0, 1000]",0.3958333333333333,0.0448864549398422,19.26115842985144
28,high,"(30, 37)","[0, 1500]",0.5729166666666666,0.0688835084438324,31.223025856356507
28,high,"(30, 37)","[0, 2000]",0.7083333333333334,0.0710070754090945,37.96192762612366
28,high,"(31, 38)","[0, 500]",0.2083333333333333,0.0355834464232126,4.394365153319179
28,high,"(31, 38)","[0, 1000]",0.4166666666666667,0.0445958226919174,21.97065298401398
28,high,"(31, 38)","[0, 1500]",0.5104166666666666,0.0698393136262893,23.921388188834094
28,high,"(31, 38)","[0, 2000]",0.65625,0.0724569037556648,32.03761693116383
28,high,"(32, 39)","[0, 500]",0.1979166666666666,0.0356997152169545,3.4189598645789245
28,high,"(32, 39)","[0, 1000]",0.3541666666666667,0.0455197443564732,14.300006491280604
28,high,"(32, 39)","[0, 1500]",0.4270833333333333,0.0691717416048049,15.562945810363344
28,high,"(32, 39)","[0, 2000]",0.6145833333333334,0.0728112409512202,27.67895010218448
28,high,"(33, 40)","[0, 500]",0.21875,0.0366016378005345,5.4650043340646
28,high,"(33, 40)","[0, 1000]",0.3125,0.0442854513724645,9.991823116310744
28,high,"(33, 40)","[0, 1500]",0.3645833333333333,0.0680852358539899,10.321040064334628
28,high,"(33, 40)","[0, 2000]",0.5520833333333334,0.0723513836661974,21.725474319324896
28,high,"(34, 41)","[0, 500]",0.1979166666666666,0.0363811502854029,3.414616313079953
28,high,"(34, 41)","[0, 1000]",0.3125,0.0436216443777084,9.998178525007663
28,high,"(34, 41)","[0, 1500]",0.3541666666666667,0.0673974355061848,9.538703325893383
28,high,"(34, 41)","[0, 2000]",0.4895833333333333,0.0709814379612604,16.438361705592538
28,high,"(35, 42)","[0, 500]",0.1770833333333333,0.0356591170032819,1.8063125949927672
28,high,"(35, 42)","[0, 1000]",0.2708333333333333,0.0438271587093671,6.340848168799498
28,high,"(35, 42)","[0, 1500]",0.34375,0.0670024678111076,8.780251392653394
28,high,"(35, 42)","[0, 2000]",0.4270833333333333,0.0707377816239992,11.79334969326568
28,high,"(36, 43)","[0, 500]",0.15625,0.0360497236251831,0.675147736260122
28,high,"(36, 43)","[0, 1000]",0.25,0.0433648601174354,4.7848468265434185
28,high,"(36, 43)","[0, 1500]",0.3125,0.0657897815108299,6.663931286473413
28,high,"(36, 43)","[0, 2000]",0.40625,0.070077267785867,10.395078982163216
28,high,"(37, 44)","[0, 500]",0.1354166666666666,0.0349798401196797,0.0784264805214951
28,high,"(37, 44)","[0, 1000]",0.1979166666666666,0.0431478420893351,1.7557778024299209
28,high,"(37, 44)","[0, 1500]",0.3229166666666667,0.0651180769006411,7.3474981446381795
28,high,"(37, 44)","[0, 2000]",0.3854166666666667,0.0702066645026207,9.067746256026073
28,high,"(38, 45)","[0, 500]",0.1354166666666666,0.0340813820560773,0.0785584134182256
28,high,"(38, 45)","[0, 1000]",0.2083333333333333,0.0435787985722223,2.2552673903271856
28,high,"(38, 45)","[0, 1500]",0.3020833333333333,0.0660593112309773,6.010406448320415
28,high,"(38, 45)","[0, 2000]",0.3854166666666667,0.069966472685337,9.068798446233323
28,high,"(39, 46)","[0, 500]",0.125,0.0341415479779243,0.0
28,high,"(39, 46)","[0, 1000]",0.1979166666666666,0.0436152790983518,1.754991386649218
28,high,"(39, 46)","[0, 1500]",0.3229166666666667,0.06602477033933,7.343244106972429
28,high,"(39, 46)","[0, 2000]",0.3958333333333333,0.0699551552534103,9.722782398799492
28,high,"(40, 47)","[0, 500]",0.125,0.0343731020887692,0.0
28,high,"(40, 47)","[0, 1000]",0.1979166666666666,0.0433148195346196,1.7554967987611838
28,high,"(40, 47)","[0, 1500]",0.28125,0.0674370676279068,4.78737736623752
28,high,"(40, 47)","[0, 2000]",0.375,0.0712732324997584,8.428704611931975
28,high,"(41, 48)","[0, 500]",0.1354166666666666,0.0342771634459495,0.0785296263458642
28,high,"(41, 48)","[0, 1000]",0.1875,0.0443298394481341,1.3106126919693672
28,high,"(41, 48)","[0, 1500]",0.25,0.065119336048762,3.189751046372792
28,high,"(41, 48)","[0, 2000]",0.3229166666666667,0.0708164200186729,5.553221451693648
28,high,"(42, 49)","[0, 500]",0.1458333333333333,0.0342293133338292,0.3073698912822931
28,high,"(42, 49)","[0, 1000]",0.1666666666666666,0.0442973424990971,0.6041465132035155
28,high,"(42, 49)","[0, 1500]",0.2291666666666666,0.0656840428709983,2.277910249138353
28,high,"(42, 49)","[0, 2000]",0.3020833333333333,0.0703818872570991,4.546336615775288
28,high,"(43, 50)","[0, 500]",0.125,0.0345167393485705,0.0
28,high,"(43, 50)","[0, 1000]",0.1354166666666666,0.0442427371939023,0.0401789588915741
28,high,"(43, 50)","[0, 1500]",0.1770833333333333,0.0650717094540596,0.6182258639147257
28,high,"(43, 50)","[0, 2000]",0.1770833333333333,0.0707809949914614,0.4672477736689495
28,high,"(44, 51)","[0, 500]",0.125,0.034765879313151,0.0
28,high,"(44, 51)","[0, 1000]",0.1458333333333333,0.0443719526131947,0.1572294291783325
28,high,"(44, 51)","[0, 1500]",0.15625,0.0643811424573262,0.2313456405258853
28,high,"(44, 51)","[0, 2000]",0.15625,0.0697677979866663,0.1748566954131044
28,high,"(45, 52)","[0, 500]",0.09375,0.0359301542242368,0.7803382333307586
28,high,"(45, 52)","[0, 1000]",0.1354166666666666,0.0438858320315678,0.040192696100573
28,high,"(45, 52)","[0, 1500]",0.1145833333333333,0.0637244010965029,0.0281415208692783
28,high,"(45, 52)","[0, 2000]",0.1458333333333333,0.0697448501984278,0.0793363519872947
28,high,"(46, 53)","[0, 500]",0.1145833333333333,0.0353872229655583,0.0821939354912245
28,high,"(46, 53)","[0, 1000]",0.1666666666666666,0.0442842791477839,0.6041540707032349
28,high,"(46, 53)","[0, 1500]",0.1458333333333333,0.0630433236559232,0.1050553132303198
