Unnamed: 0,subject,depth,target,time_window,accuracy,itr
0,5,high,"(1, 8)","[0, 500]",0.1041666666666666,0.3011734240303099
1,5,high,"(1, 8)","[0, 1000]",0.125,0.0
2,5,high,"(1, 8)","[0, 1500]",0.125,0.0
3,5,high,"(1, 8)","[0, 2000]",0.125,0.0
4,5,high,"(2, 9)","[0, 500]",0.125,0.0
5,5,high,"(2, 9)","[0, 1000]",0.1354166666666666,0.03814235091867149
6,5,high,"(2, 9)","[0, 1500]",0.125,0.0
7,5,high,"(2, 9)","[0, 2000]",0.1458333333333333,0.07819333617106342
8,5,high,"(3, 10)","[0, 500]",0.1458333333333333,0.27367667659872197
9,5,high,"(3, 10)","[0, 1000]",0.1770833333333333,0.8796070996961204
10,5,high,"(3, 10)","[0, 1500]",0.3125,6.521447195656494
11,5,high,"(3, 10)","[0, 2000]",0.375,8.313404879686649
12,5,high,"(4, 11)","[0, 500]",0.1458333333333333,0.27367667659872197
13,5,high,"(4, 11)","[0, 1000]",0.2916666666666667,7.668679689481784
14,5,high,"(4, 11)","[0, 1500]",0.4270833333333333,15.263084238593155
15,5,high,"(4, 11)","[0, 2000]",0.5625,22.373794666037163
16,5,high,"(5, 12)","[0, 500]",0.1145833333333333,0.07334263811209496
17,5,high,"(5, 12)","[0, 1000]",0.3125,9.485741375500353
18,5,high,"(5, 12)","[0, 1500]",0.53125,25.757699302171268
19,5,high,"(5, 12)","[0, 2000]",0.65625,31.617419232795168
20,5,high,"(6, 13)","[0, 500]",0.1979166666666666,3.0525597096552115
21,5,high,"(6, 13)","[0, 1000]",0.3958333333333333,18.29611231800193
22,5,high,"(6, 13)","[0, 1500]",0.6875,45.99987578709154
23,5,high,"(6, 13)","[0, 2000]",0.7604166666666666,43.801653128272804
24,5,high,"(7, 14)","[0, 500]",0.1770833333333333,1.6126130161095542
25,5,high,"(7, 14)","[0, 1000]",0.46875,27.895216296143666
26,5,high,"(7, 14)","[0, 1500]",0.75,55.75811793849247
27,5,high,"(7, 14)","[0, 2000]",0.8020833333333334,49.33245321446727
28,5,high,"(8, 15)","[0, 500]",0.1875,2.2811865703050938
29,5,high,"(8, 15)","[0, 1000]",0.5833333333333334,46.385455954082474
30,5,high,"(8, 15)","[0, 1500]",0.8854166666666666,81.17760670501964
31,5,high,"(8, 15)","[0, 2000]",0.8958333333333334,63.58574421531161
32,5,high,"(9, 16)","[0, 500]",0.28125,12.506521234272583
33,5,high,"(9, 16)","[0, 1000]",0.6458333333333334,58.25422751551606
34,5,high,"(9, 16)","[0, 1500]",0.8854166666666666,81.17760670501964
35,5,high,"(9, 16)","[0, 2000]",0.90625,65.369885352402
36,5,high,"(10, 17)","[0, 500]",0.3125,17.390525855083983
37,5,high,"(10, 17)","[0, 1000]",0.6979166666666666,69.1703021650391
38,5,high,"(10, 17)","[0, 1500]",0.8854166666666666,81.17760670501964
39,5,high,"(10, 17)","[0, 2000]",0.8958333333333334,63.58574421531161
40,5,high,"(11, 18)","[0, 500]",0.3854166666666667,31.28684788540643
41,5,high,"(11, 18)","[0, 1000]",0.6875,66.9089102357695
42,5,high,"(11, 18)","[0, 1500]",0.875,78.95685718287011
43,5,high,"(11, 18)","[0, 2000]",0.90625,65.369885352402
44,5,high,"(12, 19)","[0, 500]",0.4270833333333333,40.70155796958175
45,5,high,"(12, 19)","[0, 1000]",0.7604166666666666,83.62133779033898
46,5,high,"(12, 19)","[0, 1500]",0.9166666666666666,88.20888398218372
47,5,high,"(12, 19)","[0, 2000]",0.9583333333333334,75.23270244041184
48,5,high,"(13, 20)","[0, 500]",0.5208333333333334,65.60618019112296
49,5,high,"(13, 20)","[0, 1000]",0.875,114.84633772053832
50,5,high,"(13, 20)","[0, 1500]",0.9375,93.27188440328946
51,5,high,"(13, 20)","[0, 2000]",0.96875,77.47565241065672
52,5,high,"(14, 21)","[0, 500]",0.6354166666666666,103.00631337829451
53,5,high,"(14, 21)","[0, 1000]",0.9479166666666666,139.56010116647676
54,5,high,"(14, 21)","[0, 1500]",0.9791666666666666,104.82821958763738
55,5,high,"(14, 21)","[0, 2000]",0.9895833333333334,82.49182375004509
56,5,high,"(15, 22)","[0, 500]",0.6979166666666666,126.81222063590505
57,5,high,"(15, 22)","[0, 1000]",0.9791666666666666,152.47741030929072
58,5,high,"(15, 22)","[0, 1500]",1.0,112.5
59,5,high,"(15, 22)","[0, 2000]",1.0,85.71428571428571
60,5,high,"(16, 23)","[0, 500]",0.71875,135.32829907429274
61,5,high,"(16, 23)","[0, 1000]",0.9895833333333334,157.4843907955406
62,5,high,"(16, 23)","[0, 1500]",1.0,112.5
63,5,high,"(16, 23)","[0, 2000]",1.0,85.71428571428571
64,5,high,"(17, 24)","[0, 500]",0.7083333333333334,131.03236784978344
65,5,high,"(17, 24)","[0, 1000]",1.0,163.63636363636363
66,5,high,"(17, 24)","[0, 1500]",1.0,112.5
67,5,high,"(17, 24)","[0, 2000]",1.0,85.71428571428571
68,5,high,"(18, 25)","[0, 500]",0.7604166666666666,153.30578594895482
69,5,high,"(18, 25)","[0, 1000]",0.9895833333333334,157.4843907955406
70,5,high,"(18, 25)","[0, 1500]",1.0,112.5
71,5,high,"(18, 25)","[0, 2000]",1.0,85.71428571428571
72,5,high,"(19, 26)","[0, 500]",0.75,148.6883145026466
73,5,high,"(19, 26)","[0, 1000]",0.9895833333333334,157.4843907955406
74,5,high,"(19, 26)","[0, 1500]",1.0,112.5
75,5,high,"(19, 26)","[0, 2000]",1.0,85.71428571428571
76,5,high,"(20, 27)","[0, 500]",0.75,148.6883145026466
77,5,high,"(20, 27)","[0, 1000]",0.9791666666666666,152.47741030929072
78,5,high,"(20, 27)","[0, 1500]",1.0,112.5
79,5,high,"(20, 27)","[0, 2000]",1.0,85.71428571428571
80,5,high,"(21, 28)","[0, 500]",0.75,148.6883145026466
81,5,high,"(21, 28)","[0, 1000]",0.9791666666666666,152.47741030929072
82,5,high,"(21, 28)","[0, 1500]",1.0,112.5
83,5,high,"(21, 28)","[0, 2000]",1.0,85.71428571428571
84,5,high,"(22, 29)","[0, 500]",0.75,148.6883145026466
85,5,high,"(22, 29)","[0, 1000]",0.9791666666666666,152.47741030929072
86,5,high,"(22, 29)","[0, 1500]",1.0,112.5
87,5,high,"(22, 29)","[0, 2000]",1.0,85.71428571428571
88,5,high,"(23, 30)","[0, 500]",0.7291666666666666,139.70168314071597
89,5,high,"(23, 30)","[0, 1000]",0.96875,147.9080636930719
90,5,high,"(23, 30)","[0, 1500]",1.0,112.5
91,5,high,"(23, 30)","[0, 2000]",1.0,85.71428571428571
92,5,high,"(24, 31)","[0, 500]",0.7083333333333334,131.03236784978344
93,5,high,"(24, 31)","[0, 1000]",0.9583333333333334,143.6260682953317
94,5,high,"(24, 31)","[0, 1500]",1.0,112.5
95,5,high,"(24, 31)","[0, 2000]",1.0,85.71428571428571
96,5,high,"(25, 32)","[0, 500]",0.7291666666666666,139.70168314071597
97,5,high,"(25, 32)","[0, 1000]",0.96875,147.9080636930719
98,5,high,"(25, 32)","[0, 1500]",1.0,112.5
99,5,high,"(25, 32)","[0, 2000]",1.0,85.71428571428571
100,5,high,"(26, 33)","[0, 500]",0.6875,122.6663354322441
101,5,high,"(26, 33)","[0, 1000]",0.9375,135.66819549569374
102,5,high,"(26, 33)","[0, 1500]",1.0,112.5
103,5,high,"(26, 33)","[0, 2000]",1.0,85.71428571428571
104,5,high,"(27, 34)","[0, 500]",0.6145833333333334,95.6220648492265
105,5,high,"(27, 34)","[0, 1000]",0.9166666666666666,128.30383124681268
106,5,high,"(27, 34)","[0, 1500]",1.0,112.5
107,5,high,"(27, 34)","[0, 2000]",1.0,85.71428571428571
108,5,high,"(28, 35)","[0, 500]",0.5625,78.30828133113008
109,5,high,"(28, 35)","[0, 1000]",0.9166666666666666,128.30383124681268
110,5,high,"(28, 35)","[0, 1500]",1.0,112.5
111,5,high,"(28, 35)","[0, 2000]",1.0,85.71428571428571
112,5,high,"(29, 36)","[0, 500]",0.5208333333333334,65.60618019112296
113,5,high,"(29, 36)","[0, 1000]",0.8854166666666666,118.07651884366491
114,5,high,"(29, 36)","[0, 1500]",1.0,112.5
115,5,high,"(29, 36)","[0, 2000]",1.0,85.71428571428571
116,5,high,"(30, 37)","[0, 500]",0.4479166666666667,45.79474750599557
117,5,high,"(30, 37)","[0, 1000]",0.84375,105.60482117482232
118,5,high,"(30, 37)","[0, 1500]",1.0,112.5
119,5,high,"(30, 37)","[0, 2000]",1.0,85.71428571428571
120,5,high,"(31, 38)","[0, 500]",0.4375,43.21634480541006
121,5,high,"(31, 38)","[0, 1000]",0.84375,105.60482117482232
122,5,high,"(31, 38)","[0, 1500]",0.9791666666666666,104.82821958763738
123,5,high,"(31, 38)","[0, 2000]",0.9895833333333334,82.49182375004509
124,5,high,"(32, 39)","[0, 500]",0.4270833333333333,40.70155796958175
125,5,high,"(32, 39)","[0, 1000]",0.8333333333333334,102.65918680047518
126,5,high,"(32, 39)","[0, 1500]",0.9791666666666666,104.82821958763738
127,5,high,"(32, 39)","[0, 2000]",0.9895833333333334,82.49182375004509
128,5,high,"(33, 40)","[0, 500]",0.3645833333333333,26.973784239234398
129,5,high,"(33, 40)","[0, 1000]",0.8229166666666666,99.77506458127081
130,5,high,"(33, 40)","[0, 1500]",0.9791666666666666,104.82821958763738
131,5,high,"(33, 40)","[0, 2000]",0.9895833333333334,82.49182375004509
132,5,high,"(34, 41)","[0, 500]",0.34375,22.93112600048297
133,5,high,"(34, 41)","[0, 1000]",0.78125,88.80068990517292
134,5,high,"(34, 41)","[0, 1500]",0.96875,101.68679378898696
135,5,high,"(34, 41)","[0, 2000]",0.9791666666666666,79.86911968581894
136,5,high,"(35, 42)","[0, 500]",0.3333333333333333,21.01342179071075
137,5,high,"(35, 42)","[0, 1000]",0.7604166666666666,83.62133779033898
138,5,high,"(35, 42)","[0, 1500]",0.9479166666666666,95.94756955195277
139,5,high,"(35, 42)","[0, 2000]",0.9583333333333334,75.23270244041184
140,5,high,"(36, 43)","[0, 500]",0.3020833333333333,15.687754971124823
141,5,high,"(36, 43)","[0, 1000]",0.75,81.10271700144358
142,5,high,"(36, 43)","[0, 1500]",0.9166666666666666,88.20888398218372
143,5,high,"(36, 43)","[0, 2000]",0.9479166666666666,73.10291013482116
144,5,high,"(37, 44)","[0, 500]",0.2916666666666667,14.059246097383271
145,5,high,"(37, 44)","[0, 1000]",0.7395833333333334,78.62964608439172
146,5,high,"(37, 44)","[0, 1500]",0.8541666666666666,74.67299387087962
147,5,high,"(37, 44)","[0, 2000]",0.9270833333333334,69.10234383535071
148,5,high,"(38, 45)","[0, 500]",0.2708333333333333,11.031249213075789
149,5,high,"(38, 45)","[0, 1000]",0.6458333333333334,58.25422751551606
150,5,high,"(38, 45)","[0, 1500]",0.7916666666666666,62.881857191045555
151,5,high,"(38, 45)","[0, 2000]",0.8541666666666666,56.893709615908286
152,5,high,"(39, 46)","[0, 500]",0.25,8.320568399766382
153,5,high,"(39, 46)","[0, 1000]",0.5833333333333334,46.385455954082474
154,5,high,"(39, 46)","[0, 1500]",0.78125,61.05047430980638
155,5,high,"(39, 46)","[0, 2000]",0.8333333333333334,53.77385975262986
156,5,high,"(40, 47)","[0, 500]",0.21875,4.887550460410139
157,5,high,"(40, 47)","[0, 1000]",0.5104166666666666,34.13885055940666
158,5,high,"(40, 47)","[0, 1500]",0.7291666666666666,52.38813117776849
159,5,high,"(40, 47)","[0, 2000]",0.8125,50.78310548540152
160,5,high,"(41, 48)","[0, 500]",0.25,8.320568399766382
161,5,high,"(41, 48)","[0, 1000]",0.4375,23.572551712041847
162,5,high,"(41, 48)","[0, 1500]",0.6458333333333334,40.04978141691729
163,5,high,"(41, 48)","[0, 2000]",0.7708333333333334,45.14548699763825
164,5,high,"(42, 49)","[0, 500]",0.2083333333333333,3.9225820560945923
165,5,high,"(42, 49)","[0, 1000]",0.3645833333333333,14.71297322140058
166,5,high,"(42, 49)","[0, 1500]",0.5416666666666666,26.936656220161055
167,5,high,"(42, 49)","[0, 2000]",0.6458333333333334,30.514119174794125
168,5,high,"(43, 50)","[0, 500]",0.1979166666666666,3.0525597096552115
169,5,high,"(43, 50)","[0, 1000]",0.2916666666666667,7.668679689481784
170,5,high,"(43, 50)","[0, 1500]",0.4895833333333333,21.277213726734594
171,5,high,"(43, 50)","[0, 2000]",0.5729166666666666,23.326328737977658
172,5,high,"(44, 51)","[0, 500]",0.1979166666666666,3.0525597096552115
173,5,high,"(44, 51)","[0, 1000]",0.25,4.538491854418026
174,5,high,"(44, 51)","[0, 1500]",0.4166666666666667,14.344032705571696
175,5,high,"(44, 51)","[0, 2000]",0.5208333333333334,18.744622911749417
176,5,high,"(45, 52)","[0, 500]",0.1979166666666666,3.0525597096552115
177,5,high,"(45, 52)","[0, 1000]",0.2916666666666667,7.668679689481784
178,5,high,"(45, 52)","[0, 1500]",0.40625,13.449135436134203
179,5,high,"(45, 52)","[0, 2000]",0.5,17.037786827748512
180,5,high,"(46, 53)","[0, 500]",0.1666666666666666,1.0515143303642116
