,subject,depth,target,time_window,accuracy,time
0,11,high,"(1, 4)","[0, 500]",0.2708333333333333,0.06560953954855601
1,11,high,"(1, 4)","[0, 1000]",0.2708333333333333,0.037934571504592896
2,11,high,"(1, 4)","[0, 1500]",0.25,0.056003948052724205
3,11,high,"(1, 4)","[0, 2000]",0.2708333333333333,0.050851985812187195
4,11,high,"(2, 5)","[0, 500]",0.25,0.049026687939961754
5,11,high,"(2, 5)","[0, 1000]",0.3333333333333333,0.03380866845448812
6,11,high,"(2, 5)","[0, 1500]",0.3125,0.054121832052866616
7,11,high,"(2, 5)","[0, 2000]",0.3333333333333333,0.04949338734149933
8,11,high,"(3, 6)","[0, 500]",0.2708333333333333,0.0355985959370931
9,11,high,"(3, 6)","[0, 1000]",0.4791666666666667,0.030317748586336773
10,11,high,"(3, 6)","[0, 1500]",0.5625,0.049095094203948975
11,11,high,"(3, 6)","[0, 2000]",0.625,0.0450535515944163
12,11,high,"(4, 7)","[0, 500]",0.3333333333333333,0.031959141294161476
13,11,high,"(4, 7)","[0, 1000]",0.6041666666666666,0.028483867645263672
14,11,high,"(4, 7)","[0, 1500]",0.7708333333333334,0.04486056665579478
15,11,high,"(4, 7)","[0, 2000]",0.9583333333333334,0.04277971386909485
16,11,high,"(5, 8)","[0, 500]",0.3541666666666667,0.029470627506573994
17,11,high,"(5, 8)","[0, 1000]",0.6458333333333334,0.027887428800264995
18,11,high,"(5, 8)","[0, 1500]",0.7916666666666666,0.04264082511266073
19,11,high,"(5, 8)","[0, 2000]",0.9375,0.04022879401842753
20,11,high,"(6, 9)","[0, 500]",0.3541666666666667,0.026023874680201214
21,11,high,"(6, 9)","[0, 1000]",0.7708333333333334,0.027625838915507
22,11,high,"(6, 9)","[0, 1500]",0.9375,0.03982880711555481
23,11,high,"(6, 9)","[0, 2000]",0.9791666666666666,0.04040210942427317
24,11,high,"(7, 10)","[0, 500]",0.4375,0.023479814330736797
25,11,high,"(7, 10)","[0, 1000]",0.6875,0.025087490677833557
26,11,high,"(7, 10)","[0, 1500]",0.875,0.0369888444741567
27,11,high,"(7, 10)","[0, 2000]",0.9791666666666666,0.0387691855430603
28,11,high,"(8, 11)","[0, 500]",0.5,0.02261367440223694
29,11,high,"(8, 11)","[0, 1000]",0.7083333333333334,0.024230867624282837
30,11,high,"(8, 11)","[0, 1500]",0.8958333333333334,0.035213157534599304
31,11,high,"(8, 11)","[0, 2000]",0.9791666666666666,0.03557406862576803
32,11,high,"(9, 12)","[0, 500]",0.4166666666666667,0.021105940143267315
33,11,high,"(9, 12)","[0, 1000]",0.8541666666666666,0.023443525036176045
34,11,high,"(9, 12)","[0, 1500]",1.0,0.03494346638520559
35,11,high,"(9, 12)","[0, 2000]",1.0,0.03425724307696024
36,11,high,"(10, 13)","[0, 500]",0.4375,0.020245035489400227
37,11,high,"(10, 13)","[0, 1000]",0.875,0.02307659387588501
38,11,high,"(10, 13)","[0, 1500]",1.0,0.0336498369773229
39,11,high,"(10, 13)","[0, 2000]",1.0,0.034739608565966286
40,11,high,"(11, 14)","[0, 500]",0.4791666666666667,0.0195657213528951
41,11,high,"(11, 14)","[0, 1000]",0.9375,0.023327226440111797
42,11,high,"(11, 14)","[0, 1500]",0.9791666666666666,0.03393233815828959
43,11,high,"(11, 14)","[0, 2000]",0.9791666666666666,0.0357364813486735
44,11,high,"(12, 15)","[0, 500]",0.3958333333333333,0.019352704286575317
45,11,high,"(12, 15)","[0, 1000]",0.9166666666666666,0.02296277383963267
46,11,high,"(12, 15)","[0, 1500]",0.9583333333333334,0.03407933314641317
47,11,high,"(12, 15)","[0, 2000]",0.9791666666666666,0.03627149760723114
48,11,high,"(13, 16)","[0, 500]",0.4583333333333333,0.01959046224753062
49,11,high,"(13, 16)","[0, 1000]",0.9583333333333334,0.021914924184481304
50,11,high,"(13, 16)","[0, 1500]",0.9375,0.03329781194527944
51,11,high,"(13, 16)","[0, 2000]",0.9583333333333334,0.03559637566407522
52,11,high,"(14, 17)","[0, 500]",0.5625,0.01902620494365692
53,11,high,"(14, 17)","[0, 1000]",0.9791666666666666,0.021660516659418743
54,11,high,"(14, 17)","[0, 1500]",1.0,0.03276357054710388
55,11,high,"(14, 17)","[0, 2000]",1.0,0.034682318568229675
