,subject,depth,target,time_window,accuracy,time
0,3,low,"(1, 16)","[0, 500]",0.08333333333333333,0.12059832240144412
1,3,low,"(1, 16)","[0, 1000]",0.06770833333333333,0.10508387411634128
2,3,low,"(1, 16)","[0, 1500]",0.08854166666666667,0.1587392600874106
3,3,low,"(1, 16)","[0, 2000]",0.16666666666666666,0.16179667537411055
4,3,low,"(2, 17)","[0, 500]",0.0625,0.10741585244735082
5,3,low,"(2, 17)","[0, 1000]",0.18229166666666666,0.09988637765248616
6,3,low,"(2, 17)","[0, 1500]",0.265625,0.15546977271636328
7,3,low,"(2, 17)","[0, 2000]",0.3229166666666667,0.1594137599070867
8,3,low,"(3, 18)","[0, 500]",0.07291666666666667,0.0932639054954052
9,3,low,"(3, 18)","[0, 1000]",0.2552083333333333,0.09776520604888599
10,3,low,"(3, 18)","[0, 1500]",0.3177083333333333,0.15267034992575645
11,3,low,"(3, 18)","[0, 2000]",0.3697916666666667,0.15624976406494775
12,3,low,"(4, 19)","[0, 500]",0.08333333333333333,0.08721182992060979
13,3,low,"(4, 19)","[0, 1000]",0.4114583333333333,0.09531363472342491
14,3,low,"(4, 19)","[0, 1500]",0.5,0.15153943002223969
15,3,low,"(4, 19)","[0, 2000]",0.5364583333333334,0.1548695166905721
16,3,low,"(5, 20)","[0, 500]",0.11458333333333333,0.08363199234008789
17,3,low,"(5, 20)","[0, 1000]",0.4947916666666667,0.09430572266379993
18,3,low,"(5, 20)","[0, 1500]",0.5520833333333334,0.14868262658516565
19,3,low,"(5, 20)","[0, 2000]",0.578125,0.15514516333738962
20,3,low,"(6, 21)","[0, 500]",0.2604166666666667,0.08133425936102867
21,3,low,"(6, 21)","[0, 1000]",0.578125,0.09333888689676921
22,3,low,"(6, 21)","[0, 1500]",0.609375,0.14745923628409704
23,3,low,"(6, 21)","[0, 2000]",0.625,0.1537732183933258
24,3,low,"(7, 22)","[0, 500]",0.3229166666666667,0.07949613158901532
25,3,low,"(7, 22)","[0, 1000]",0.59375,0.09228318184614182
26,3,low,"(7, 22)","[0, 1500]",0.6041666666666666,0.14727244898676872
27,3,low,"(7, 22)","[0, 2000]",0.6145833333333334,0.1522422507405281
28,3,low,"(8, 23)","[0, 500]",0.4166666666666667,0.0786379190782706
29,3,low,"(8, 23)","[0, 1000]",0.703125,0.09170108661055565
30,3,low,"(8, 23)","[0, 1500]",0.71875,0.14617344240347543
31,3,low,"(8, 23)","[0, 2000]",0.7135416666666666,0.15035207817951837
32,3,low,"(9, 24)","[0, 500]",0.5,0.07722489659984906
33,3,low,"(9, 24)","[0, 1000]",0.7135416666666666,0.09067198758323987
34,3,low,"(9, 24)","[0, 1500]",0.71875,0.14430096248785654
35,3,low,"(9, 24)","[0, 2000]",0.7239583333333334,0.1486170639594396
36,3,low,"(10, 25)","[0, 500]",0.5572916666666666,0.07579374561707179
37,3,low,"(10, 25)","[0, 1000]",0.7135416666666666,0.09029011304179828
38,3,low,"(10, 25)","[0, 1500]",0.7291666666666666,0.14210852111379305
39,3,low,"(10, 25)","[0, 2000]",0.7395833333333334,0.14594203606247902
40,3,low,"(11, 26)","[0, 500]",0.5729166666666666,0.0747890795270602
41,3,low,"(11, 26)","[0, 1000]",0.7135416666666666,0.08966268599033356
42,3,low,"(11, 26)","[0, 1500]",0.734375,0.14051079005002975
43,3,low,"(11, 26)","[0, 2000]",0.7447916666666666,0.146085844685634
44,3,low,"(12, 27)","[0, 500]",0.53125,0.07358362277348836
45,3,low,"(12, 27)","[0, 1000]",0.7135416666666666,0.08927466223637263
46,3,low,"(12, 27)","[0, 1500]",0.7604166666666666,0.14145997911691666
47,3,low,"(12, 27)","[0, 2000]",0.78125,0.14615804081161818
48,3,low,"(13, 28)","[0, 500]",0.4947916666666667,0.07257612297932307
49,3,low,"(13, 28)","[0, 1000]",0.6666666666666666,0.08920251081387202
50,3,low,"(13, 28)","[0, 1500]",0.734375,0.14077049742142358
51,3,low,"(13, 28)","[0, 2000]",0.7760416666666666,0.14528606086969376
52,3,low,"(14, 29)","[0, 500]",0.46875,0.07251363495985667
53,3,low,"(14, 29)","[0, 1000]",0.6614583333333334,0.08867411563793819
54,3,low,"(14, 29)","[0, 1500]",0.7552083333333334,0.14069677144289017
55,3,low,"(14, 29)","[0, 2000]",0.8177083333333334,0.14485298842191696
56,3,low,"(15, 30)","[0, 500]",0.40625,0.07210646569728851
57,3,low,"(15, 30)","[0, 1000]",0.6354166666666666,0.08834924673040707
58,3,low,"(15, 30)","[0, 1500]",0.7447916666666666,0.13984893510739008
59,3,low,"(15, 30)","[0, 2000]",0.8177083333333334,0.1439869279662768
60,3,low,"(16, 31)","[0, 500]",0.359375,0.07172742982705434
61,3,low,"(16, 31)","[0, 1000]",0.6197916666666666,0.08827632044752438
62,3,low,"(16, 31)","[0, 1500]",0.7916666666666666,0.1388945716122786
63,3,low,"(16, 31)","[0, 2000]",0.859375,0.14465740447243056
64,3,low,"(17, 32)","[0, 500]",0.3177083333333333,0.07132382815082867
65,3,low,"(17, 32)","[0, 1000]",0.578125,0.08817268162965775
66,3,low,"(17, 32)","[0, 1500]",0.765625,0.1383624573548635
67,3,low,"(17, 32)","[0, 2000]",0.8177083333333334,0.14481387411554655
68,3,low,"(18, 33)","[0, 500]",0.2552083333333333,0.07157612964510918
69,3,low,"(18, 33)","[0, 1000]",0.5364583333333334,0.08854766935110092
70,3,low,"(18, 33)","[0, 1500]",0.7239583333333334,0.13829059774676958
71,3,low,"(18, 33)","[0, 2000]",0.7864583333333334,0.1450329807897409
72,3,low,"(19, 34)","[0, 500]",0.20833333333333334,0.07137312988440196
73,3,low,"(19, 34)","[0, 1000]",0.5104166666666666,0.08859948193033536
74,3,low,"(19, 34)","[0, 1500]",0.6822916666666666,0.13822609186172485
75,3,low,"(19, 34)","[0, 2000]",0.7708333333333334,0.14442882562677065
76,3,low,"(20, 35)","[0, 500]",0.19270833333333334,0.07208352660139401
77,3,low,"(20, 35)","[0, 1000]",0.5104166666666666,0.08851140489180882
78,3,low,"(20, 35)","[0, 1500]",0.65625,0.13667783389488855
79,3,low,"(20, 35)","[0, 2000]",0.734375,0.14318340147535005
80,3,low,"(21, 36)","[0, 500]",0.171875,0.07177121316393216
81,3,low,"(21, 36)","[0, 1000]",0.484375,0.08778752014040947
82,3,low,"(21, 36)","[0, 1500]",0.6458333333333334,0.13779941201210022
83,3,low,"(21, 36)","[0, 2000]",0.7083333333333334,0.1442179617782434
84,3,low,"(22, 37)","[0, 500]",0.15625,0.07127925256888072
85,3,low,"(22, 37)","[0, 1000]",0.4427083333333333,0.08716482172409694
86,3,low,"(22, 37)","[0, 1500]",0.5989583333333334,0.13665906836589178
87,3,low,"(22, 37)","[0, 2000]",0.6614583333333334,0.1433370833595594
88,3,low,"(23, 38)","[0, 500]",0.14583333333333334,0.07090157022078832
89,3,low,"(23, 38)","[0, 1000]",0.421875,0.08716141308347385
90,3,low,"(23, 38)","[0, 1500]",0.5520833333333334,0.13563098013401031
91,3,low,"(23, 38)","[0, 2000]",0.6354166666666666,0.14271886770923933
92,3,low,"(24, 39)","[0, 500]",0.14583333333333334,0.0708969235420227
93,3,low,"(24, 39)","[0, 1000]",0.4166666666666667,0.08659038071831067
94,3,low,"(24, 39)","[0, 1500]",0.5260416666666666,0.13442202533284822
95,3,low,"(24, 39)","[0, 2000]",0.609375,0.1412551924586296
96,3,low,"(25, 40)","[0, 500]",0.140625,0.0707221453388532
97,3,low,"(25, 40)","[0, 1000]",0.3958333333333333,0.0858604113260905
98,3,low,"(25, 40)","[0, 1500]",0.5,0.13440187772115073
99,3,low,"(25, 40)","[0, 2000]",0.5833333333333334,0.14013673861821493
100,3,low,"(26, 41)","[0, 500]",0.140625,0.07073486099640529
101,3,low,"(26, 41)","[0, 1000]",0.3802083333333333,0.08599519232908885
102,3,low,"(26, 41)","[0, 1500]",0.484375,0.13542127112547556
103,3,low,"(26, 41)","[0, 2000]",0.546875,0.14082526912291846
104,3,low,"(27, 42)","[0, 500]",0.11979166666666667,0.0703054095307986
105,3,low,"(27, 42)","[0, 1000]",0.328125,0.08584302042921384
106,3,low,"(27, 42)","[0, 1500]",0.4375,0.13491500169038773
107,3,low,"(27, 42)","[0, 2000]",0.4947916666666667,0.14009310801823935
108,3,low,"(28, 43)","[0, 500]",0.11979166666666667,0.06970414891839027
109,3,low,"(28, 43)","[0, 1000]",0.3333333333333333,0.08508088812232018
110,3,low,"(28, 43)","[0, 1500]",0.4270833333333333,0.13363496710856756
111,3,low,"(28, 43)","[0, 2000]",0.484375,0.13847066213687262
112,3,low,"(29, 44)","[0, 500]",0.14583333333333334,0.0689216119547685
113,3,low,"(29, 44)","[0, 1000]",0.3177083333333333,0.08465808878342311
114,3,low,"(29, 44)","[0, 1500]",0.390625,0.13286379228035608
115,3,low,"(29, 44)","[0, 2000]",0.4375,0.13701270893216133
116,3,low,"(30, 45)","[0, 500]",0.125,0.06802252307534218
117,3,low,"(30, 45)","[0, 1000]",0.2916666666666667,0.08377315973242123
118,3,low,"(30, 45)","[0, 1500]",0.3229166666666667,0.13227603336175284
119,3,low,"(30, 45)","[0, 2000]",0.3958333333333333,0.13634778062502542
120,3,low,"(31, 46)","[0, 500]",0.14583333333333334,0.06791335841019948
121,3,low,"(31, 46)","[0, 1000]",0.3229166666666667,0.08363642667730649
122,3,low,"(31, 46)","[0, 1500]",0.34375,0.13182962437470755
123,3,low,"(31, 46)","[0, 2000]",0.4479166666666667,0.13562421749035516
124,3,low,"(32, 47)","[0, 500]",0.109375,0.06693662578860919
125,3,low,"(32, 47)","[0, 1000]",0.2864583333333333,0.08280024925867717
126,3,low,"(32, 47)","[0, 1500]",0.3125,0.12987747291723886
127,3,low,"(32, 47)","[0, 2000]",0.4114583333333333,0.13446534300843874
128,3,low,"(33, 48)","[0, 500]",0.08333333333333333,0.06640139346321423
129,3,low,"(33, 48)","[0, 1000]",0.265625,0.08229357376694679
130,3,low,"(33, 48)","[0, 1500]",0.2864583333333333,0.12940766041477522
131,3,low,"(33, 48)","[0, 2000]",0.3802083333333333,0.1341252699494362
132,3,low,"(34, 49)","[0, 500]",0.08854166666666667,0.06610033536950748
133,3,low,"(34, 49)","[0, 1000]",0.23958333333333334,0.08198340858022372
134,3,low,"(34, 49)","[0, 1500]",0.24479166666666666,0.1287151537835598
135,3,low,"(34, 49)","[0, 2000]",0.3333333333333333,0.1339745782315731
136,3,low,"(35, 50)","[0, 500]",0.078125,0.0660278672973315
137,3,low,"(35, 50)","[0, 1000]",0.15625,0.08178152764836948
138,3,low,"(35, 50)","[0, 1500]",0.17708333333333334,0.12697146957119307
139,3,low,"(35, 50)","[0, 2000]",0.1875,0.13254513467351595
140,3,low,"(36, 51)","[0, 500]",0.08333333333333333,0.06548920770486195
141,3,low,"(36, 51)","[0, 1000]",0.125,0.08169938748081525
142,3,low,"(36, 51)","[0, 1500]",0.15104166666666666,0.12624932080507278
143,3,low,"(36, 51)","[0, 2000]",0.15625,0.13116568823655447
144,3,low,"(37, 52)","[0, 500]",0.109375,0.06478187317649524
145,3,low,"(37, 52)","[0, 1000]",0.125,0.0807485580444336
146,3,low,"(37, 52)","[0, 1500]",0.140625,0.1258181631565094
147,3,low,"(37, 52)","[0, 2000]",0.15625,0.13016093149781227
148,3,low,"(38, 53)","[0, 500]",0.109375,0.06444839512308438
149,3,low,"(38, 53)","[0, 1000]",0.11458333333333333,0.08090575039386749
