,subject,depth,target,time_window,accuracy,time
0,26,low,"(1, 2)","[0, 500]",0.375,0.0344789723555247
1,26,low,"(1, 2)","[0, 1000]",0.5,0.017209370930989582
2,26,low,"(1, 2)","[0, 1500]",0.5,0.024601995944976807
3,26,low,"(1, 2)","[0, 2000]",0.5,0.022353877623875935
4,26,low,"(2, 3)","[0, 500]",0.5,0.025992860396703083
5,26,low,"(2, 3)","[0, 1000]",0.5,0.01660809914271037
6,26,low,"(2, 3)","[0, 1500]",0.5416666666666666,0.025117039680480957
7,26,low,"(2, 3)","[0, 2000]",0.5833333333333334,0.02363311251004537
8,26,low,"(3, 4)","[0, 500]",0.5,0.020392239093780518
9,26,low,"(3, 4)","[0, 1000]",0.6666666666666666,0.01459964116414388
10,26,low,"(3, 4)","[0, 1500]",0.7083333333333334,0.020211438337961834
11,26,low,"(3, 4)","[0, 2000]",0.75,0.023934940497080486
12,26,low,"(4, 5)","[0, 500]",0.5833333333333334,0.015270262956619263
13,26,low,"(4, 5)","[0, 1000]",0.75,0.01408331592877706
14,26,low,"(4, 5)","[0, 1500]",0.8333333333333334,0.01950029532114665
15,26,low,"(4, 5)","[0, 2000]",0.9166666666666666,0.023454874753952026
16,26,low,"(5, 6)","[0, 500]",0.7916666666666666,0.01381822427113851
17,26,low,"(5, 6)","[0, 1000]",0.8333333333333334,0.013709058364232382
18,26,low,"(5, 6)","[0, 1500]",0.9166666666666666,0.02080502112706502
19,26,low,"(5, 6)","[0, 2000]",0.9166666666666666,0.02492050329844157
20,26,low,"(6, 7)","[0, 500]",0.75,0.013545999924341837
21,26,low,"(6, 7)","[0, 1000]",0.8333333333333334,0.013344367345174154
22,26,low,"(6, 7)","[0, 1500]",0.875,0.01921395460764567
23,26,low,"(6, 7)","[0, 2000]",0.9583333333333334,0.021994094053904217
24,26,low,"(7, 8)","[0, 500]",0.6666666666666666,0.013708710670471191
25,26,low,"(7, 8)","[0, 1000]",0.875,0.013088921705881754
26,26,low,"(7, 8)","[0, 1500]",1.0,0.018061131238937378
27,26,low,"(7, 8)","[0, 2000]",1.0,0.020192941029866535
28,26,low,"(8, 9)","[0, 500]",0.7916666666666666,0.011507531007130941
29,26,low,"(8, 9)","[0, 1000]",0.9166666666666666,0.012025912602742514
30,26,low,"(8, 9)","[0, 1500]",1.0,0.018533021211624146
31,26,low,"(8, 9)","[0, 2000]",1.0,0.018270403146743774
32,26,low,"(9, 10)","[0, 500]",0.7916666666666666,0.011405040820439657
33,26,low,"(9, 10)","[0, 1000]",0.9583333333333334,0.012322932481765747
34,26,low,"(9, 10)","[0, 1500]",1.0,0.017439693212509155
35,26,low,"(9, 10)","[0, 2000]",1.0,0.01841638485590617
36,26,low,"(10, 11)","[0, 500]",0.8333333333333334,0.010400265455245972
37,26,low,"(10, 11)","[0, 1000]",0.9583333333333334,0.011885732412338257
38,26,low,"(10, 11)","[0, 1500]",0.9583333333333334,0.01646647850672404
39,26,low,"(10, 11)","[0, 2000]",1.0,0.019125401973724365
40,26,low,"(11, 12)","[0, 500]",0.6666666666666666,0.01104991634686788
41,26,low,"(11, 12)","[0, 1000]",0.9166666666666666,0.012933433055877686
42,26,low,"(11, 12)","[0, 1500]",0.9583333333333334,0.019071231285731
43,26,low,"(11, 12)","[0, 2000]",1.0,0.018576969703038532
44,26,low,"(12, 13)","[0, 500]",0.9166666666666666,0.010073254505793253
45,26,low,"(12, 13)","[0, 1000]",0.9166666666666666,0.011421650648117065
46,26,low,"(12, 13)","[0, 1500]",1.0,0.016856441895167034
47,26,low,"(12, 13)","[0, 2000]",1.0,0.017712841431299847
48,26,low,"(13, 14)","[0, 500]",0.9166666666666666,0.01009058952331543
49,26,low,"(13, 14)","[0, 1000]",0.9583333333333334,0.01057205597559611
50,26,low,"(13, 14)","[0, 1500]",1.0,0.016444355249404907
51,26,low,"(13, 14)","[0, 2000]",1.0,0.01757340629895528
52,26,low,"(14, 15)","[0, 500]",0.7083333333333334,0.009983986616134644
53,26,low,"(14, 15)","[0, 1000]",0.8333333333333334,0.011272301276524862
54,26,low,"(14, 15)","[0, 1500]",0.9166666666666666,0.016477396090825398
