,subject,depth,target,time_window,accuracy,time
0,2,low,"(1, 4)","[0, 500]",0.22916666666666666,0.09737227857112885
1,2,low,"(1, 4)","[0, 1000]",0.25,0.035887847344080605
2,2,low,"(1, 4)","[0, 1500]",0.25,0.0536944717168808
3,2,low,"(1, 4)","[0, 2000]",0.25,0.052266294757525124
4,2,low,"(2, 5)","[0, 500]",0.25,0.06847461064656575
5,2,low,"(2, 5)","[0, 1000]",0.2708333333333333,0.03253122170766195
6,2,low,"(2, 5)","[0, 1500]",0.2916666666666667,0.05232924222946167
7,2,low,"(2, 5)","[0, 2000]",0.2708333333333333,0.04949424664179484
8,2,low,"(3, 6)","[0, 500]",0.20833333333333334,0.04100476702054342
9,2,low,"(3, 6)","[0, 1000]",0.375,0.029307325681050617
10,2,low,"(3, 6)","[0, 1500]",0.3125,0.04198576013247172
11,2,low,"(3, 6)","[0, 2000]",0.3125,0.043288608392079674
12,2,low,"(4, 7)","[0, 500]",0.25,0.033824736873308815
13,2,low,"(4, 7)","[0, 1000]",0.4583333333333333,0.027133191625277202
14,2,low,"(4, 7)","[0, 1500]",0.6458333333333334,0.040528992811838783
15,2,low,"(4, 7)","[0, 2000]",0.75,0.042326917250951133
16,2,low,"(5, 8)","[0, 500]",0.2916666666666667,0.028180554509162903
17,2,low,"(5, 8)","[0, 1000]",0.5416666666666666,0.02552415430545807
18,2,low,"(5, 8)","[0, 1500]",0.75,0.03968132038911184
19,2,low,"(5, 8)","[0, 2000]",0.8541666666666666,0.0423191636800766
20,2,low,"(6, 9)","[0, 500]",0.2708333333333333,0.024548858404159546
21,2,low,"(6, 9)","[0, 1000]",0.7708333333333334,0.025032763679822285
22,2,low,"(6, 9)","[0, 1500]",0.9166666666666666,0.03809837996959686
23,2,low,"(6, 9)","[0, 2000]",0.9791666666666666,0.03919617831707001
24,2,low,"(7, 10)","[0, 500]",0.3333333333333333,0.024024759729703266
25,2,low,"(7, 10)","[0, 1000]",0.6041666666666666,0.024561916788419087
26,2,low,"(7, 10)","[0, 1500]",0.8125,0.03752182424068451
