,subject,depth,target,time_window,accuracy,time
0,10,high,"(1, 4)","[0, 500]",0.2708333333333333,0.0799945592880249
1,10,high,"(1, 4)","[0, 1000]",0.25,0.03865321973959605
2,10,high,"(1, 4)","[0, 1500]",0.25,0.05540868639945984
3,10,high,"(1, 4)","[0, 2000]",0.25,0.04744809865951538
4,10,high,"(2, 5)","[0, 500]",0.25,0.057549744844436646
5,10,high,"(2, 5)","[0, 1000]",0.3125,0.032089258233706154
6,10,high,"(2, 5)","[0, 1500]",0.3333333333333333,0.04702420035998026
7,10,high,"(2, 5)","[0, 2000]",0.3333333333333333,0.04249537984530131
8,10,high,"(3, 6)","[0, 500]",0.20833333333333334,0.03534916043281555
9,10,high,"(3, 6)","[0, 1000]",0.2708333333333333,0.02761522928873698
10,10,high,"(3, 6)","[0, 1500]",0.5208333333333334,0.04237565894921621
11,10,high,"(3, 6)","[0, 2000]",0.625,0.039368982116381325
12,10,high,"(4, 7)","[0, 500]",0.22916666666666666,0.030000304182370503
13,10,high,"(4, 7)","[0, 1000]",0.5,0.02558484673500061
14,10,high,"(4, 7)","[0, 1500]",0.875,0.0388413667678833
15,10,high,"(4, 7)","[0, 2000]",0.9375,0.03936123847961426
16,10,high,"(5, 8)","[0, 500]",0.3125,0.026162614425023396
17,10,high,"(5, 8)","[0, 1000]",0.5625,0.023537079493204754
18,10,high,"(5, 8)","[0, 1500]",0.8333333333333334,0.03759796420733134
19,10,high,"(5, 8)","[0, 2000]",0.8541666666666666,0.03676360845565796
20,10,high,"(6, 9)","[0, 500]",0.3958333333333333,0.021953682104746502
21,10,high,"(6, 9)","[0, 1000]",0.6458333333333334,0.023215775688489277
22,10,high,"(6, 9)","[0, 1500]",0.9166666666666666,0.0361708402633667
23,10,high,"(6, 9)","[0, 2000]",0.8958333333333334,0.03667604426542918
24,10,high,"(7, 10)","[0, 500]",0.375,0.02043810983498891
25,10,high,"(7, 10)","[0, 1000]",0.5625,0.0228726863861084
26,10,high,"(7, 10)","[0, 1500]",0.7916666666666666,0.03419717152913412
27,10,high,"(7, 10)","[0, 2000]",0.7708333333333334,0.03667821983496348
28,10,high,"(8, 11)","[0, 500]",0.2916666666666667,0.01965371270974477
29,10,high,"(8, 11)","[0, 1000]",0.4791666666666667,0.022358159224192303
30,10,high,"(8, 11)","[0, 1500]",0.75,0.03393947581450144
31,10,high,"(8, 11)","[0, 2000]",0.75,0.03479143977165222
